"Bowler","Season","Batting_Team","Bowling_Team","Runs","Wickets","Balls","Striker","Stadium","Average","Economy"
"Krunal Pandya",2017,"Punjab Kings","Mumbai Indians",29,1,24,"All","All",29,7.25
"Krunal Pandya",2017,"Rising Pune Supergiants","Mumbai Indians",74,0,60,"All","All",Inf,7.4
"Krunal Pandya",2017,"Royal Challengers Bangalore","Mumbai Indians",55,3,48,"All","All",18.3333333333333,6.875
"Krunal Pandya",2017,"Sunrisers Hyderabad","Mumbai Indians",12,0,6,"All","All",Inf,12
"Krunal Pandya",2018,"Chennai Super Kings","Mumbai Indians",32,2,24,"All","All",16,8
"Krunal Pandya",2018,"Delhi Capitals","Mumbai Indians",32,3,30,"All","All",10.6666666666667,6.4
"Krunal Pandya",2018,"Kolkata Knight Riders","Mumbai Indians",41,3,37,"All","All",13.6666666666667,6.64864864864865
"Krunal Pandya",2018,"Punjab Kings","Mumbai Indians",46,0,30,"All","All",Inf,9.2
"Krunal Pandya",2018,"Rajasthan Royals","Mumbai Indians",57,1,48,"All","All",57,7.125
"Krunal Pandya",2018,"Royal Challengers Bangalore","Mumbai Indians",52,3,48,"All","All",17.3333333333333,6.5
"Krunal Pandya",2018,"Sunrisers Hyderabad","Mumbai Indians",24,0,24,"All","All",Inf,6
"Krunal Pandya",2019,"Chennai Super Kings","Mumbai Indians",79,4,72,"All","All",19.75,6.58333333333333
"Krunal Pandya",2019,"Delhi Capitals","Mumbai Indians",28,1,24,"All","All",28,7
"Krunal Pandya",2019,"Kolkata Knight Riders","Mumbai Indians",41,0,42,"All","All",Inf,5.85714285714286
"Krunal Pandya",2019,"Punjab Kings","Mumbai Indians",60,2,36,"All","All",30,10
"Krunal Pandya",2019,"Rajasthan Royals","Mumbai Indians",58,3,36,"All","All",19.3333333333333,9.66666666666667
"Krunal Pandya",2019,"Royal Challengers Bangalore","Mumbai Indians",38,0,30,"All","All",Inf,7.6
"Krunal Pandya",2019,"Sunrisers Hyderabad","Mumbai Indians",31,2,36,"All","All",15.5,5.16666666666667
"Krunal Pandya",2020,"Chennai Super Kings","Mumbai Indians",53,1,42,"All","All",53,7.57142857142857
"Krunal Pandya",2020,"Delhi Capitals","Mumbai Indians",91,3,84,"All","All",30.3333333333333,6.5
"Krunal Pandya",2020,"Kolkata Knight Riders","Mumbai Indians",33,0,30,"All","All",Inf,6.6
"Krunal Pandya",2020,"Punjab Kings","Mumbai Indians",39,1,36,"All","All",39,6.5
"Krunal Pandya",2020,"Rajasthan Royals","Mumbai Indians",42,0,24,"All","All",Inf,10.5
"Krunal Pandya",2020,"Royal Challengers Bangalore","Mumbai Indians",50,0,42,"All","All",Inf,7.14285714285714
"Krunal Pandya",2020,"Sunrisers Hyderabad","Mumbai Indians",72,1,43,"All","All",72,10.046511627907
"Krunal Pandya",2021,"Chennai Super Kings","Mumbai Indians",27,0,12,"All","All",Inf,13.5
"Krunal Pandya",2021,"Delhi Capitals","Mumbai Indians",35,1,25,"All","All",35,8.4
"Krunal Pandya",2021,"Kolkata Knight Riders","Mumbai Indians",38,1,42,"All","All",38,5.42857142857143
"Krunal Pandya",2021,"Punjab Kings","Mumbai Indians",55,1,42,"All","All",55,7.85714285714286
"Krunal Pandya",2021,"Rajasthan Royals","Mumbai Indians",12,0,6,"All","All",Inf,12
"Krunal Pandya",2021,"Royal Challengers Bangalore","Mumbai Indians",52,1,48,"All","All",52,6.5
"Krunal Pandya",2021,"Sunrisers Hyderabad","Mumbai Indians",46,1,24,"All","All",46,11.5
"Krunal Pandya",2022,"Chennai Super Kings","Lucknow Super Giants",36,0,18,"All","All",Inf,12
"Krunal Pandya",2022,"Delhi Capitals","Lucknow Super Giants",31,0,18,"All","All",Inf,10.3333333333333
"Krunal Pandya",2022,"Gujarat Titans","Lucknow Super Giants",41,1,48,"All","All",41,5.125
"Krunal Pandya",2022,"Mumbai Indians","Lucknow Super Giants",35,3,36,"All","All",11.6666666666667,5.83333333333333
"Krunal Pandya",2022,"Punjab Kings","Lucknow Super Giants",11,2,24,"All","All",5.5,2.75
"Krunal Pandya",2022,"Rajasthan Royals","Lucknow Super Giants",16,0,12,"All","All",Inf,8
"Krunal Pandya",2022,"Royal Challengers Bangalore","Lucknow Super Giants",68,2,48,"All","All",34,8.5
"Krunal Pandya",2022,"Sunrisers Hyderabad","Lucknow Super Giants",27,2,24,"All","All",13.5,6.75
"Kuldeep Sen",2022,"Delhi Capitals","Rajasthan Royals",32,0,19,"All","All",Inf,10.1052631578947
"Kuldeep Sen",2022,"Gujarat Titans","Rajasthan Royals",51,1,24,"All","All",51,12.75
"Kuldeep Sen",2022,"Kolkata Knight Riders","Rajasthan Royals",28,1,19,"All","All",28,8.84210526315789
"Kuldeep Sen",2022,"Lucknow Super Giants","Rajasthan Royals",35,1,24,"All","All",35,8.75
"Kuldeep Sen",2022,"Mumbai Indians","Rajasthan Royals",29,1,20,"All","All",29,8.7
"Kuldeep Sen",2022,"Punjab Kings","Rajasthan Royals",42,0,24,"All","All",Inf,10.5
"Kuldeep Sen",2022,"Royal Challengers Bangalore","Rajasthan Royals",20,4,21,"All","All",5,5.71428571428571
"Kuldeep Yadav",2016,"Mumbai Indians","Kolkata Knight Riders",37,1,24,"All","All",37,9.25
"Kuldeep Yadav",2016,"Sunrisers Hyderabad","Kolkata Knight Riders",63,5,48,"All","All",12.6,7.875
"Kuldeep Yadav",2017,"Delhi Capitals","Kolkata Knight Riders",56,0,42,"All","All",Inf,8
"Kuldeep Yadav",2017,"Gujarat Lions","Kolkata Knight Riders",58,4,48,"All","All",14.5,7.25
"Kuldeep Yadav",2017,"Mumbai Indians","Kolkata Knight Riders",60,2,42,"All","All",30,8.57142857142857
"Kuldeep Yadav",2017,"Punjab Kings","Kolkata Knight Riders",34,2,18,"All","All",17,11.3333333333333
"Kuldeep Yadav",2017,"Rising Pune Supergiants","Kolkata Knight Riders",66,3,48,"All","All",22,8.25
"Kuldeep Yadav",2017,"Sunrisers Hyderabad","Kolkata Knight Riders",66,1,48,"All","All",66,8.25
"Kuldeep Yadav",2018,"Chennai Super Kings","Kolkata Knight Riders",61,2,42,"All","All",30.5,8.71428571428571
"Kuldeep Yadav",2018,"Delhi Capitals","Kolkata Knight Riders",54,3,32,"All","All",18,10.125
"Kuldeep Yadav",2018,"Mumbai Indians","Kolkata Knight Riders",60,0,30,"All","All",Inf,12
"Kuldeep Yadav",2018,"Punjab Kings","Kolkata Knight Riders",42,1,18,"All","All",42,14
"Kuldeep Yadav",2018,"Rajasthan Royals","Kolkata Knight Riders",61,6,72,"All","All",10.1666666666667,5.08333333333333
"Kuldeep Yadav",2018,"Royal Challengers Bangalore","Kolkata Knight Riders",53,1,42,"All","All",53,7.57142857142857
"Kuldeep Yadav",2018,"Sunrisers Hyderabad","Kolkata Knight Riders",87,4,72,"All","All",21.75,7.25
"Kuldeep Yadav",2019,"Chennai Super Kings","Kolkata Knight Riders",44,0,42,"All","All",Inf,6.28571428571429
"Kuldeep Yadav",2019,"Delhi Capitals","Kolkata Knight Riders",69,2,48,"All","All",34.5,8.625
"Kuldeep Yadav",2019,"Punjab Kings","Kolkata Knight Riders",32,0,24,"All","All",Inf,8
"Kuldeep Yadav",2019,"Rajasthan Royals","Kolkata Knight Riders",33,0,24,"All","All",Inf,8.25
"Kuldeep Yadav",2019,"Royal Challengers Bangalore","Kolkata Knight Riders",90,2,48,"All","All",45,11.25
"Kuldeep Yadav",2019,"Sunrisers Hyderabad","Kolkata Knight Riders",18,0,12,"All","All",Inf,9
"Kuldeep Yadav",2020,"Mumbai Indians","Kolkata Knight Riders",39,0,24,"All","All",Inf,9.75
"Kuldeep Yadav",2020,"Rajasthan Royals","Kolkata Knight Riders",20,1,18,"All","All",20,6.66666666666667
"Kuldeep Yadav",2020,"Sunrisers Hyderabad","Kolkata Knight Riders",33,0,30,"All","All",Inf,6.6
"Kuldeep Yadav",2022,"Chennai Super Kings","Delhi Capitals",43,0,18,"All","All",Inf,14.3333333333333
"Kuldeep Yadav",2022,"Gujarat Titans","Delhi Capitals",32,1,24,"All","All",32,8
"Kuldeep Yadav",2022,"Kolkata Knight Riders","Delhi Capitals",49,8,42,"All","All",6.125,7
"Kuldeep Yadav",2022,"Lucknow Super Giants","Delhi Capitals",60,2,40,"All","All",30,9
"Kuldeep Yadav",2022,"Mumbai Indians","Delhi Capitals",51,4,48,"All","All",12.75,6.375
"Kuldeep Yadav",2022,"Punjab Kings","Delhi Capitals",38,4,42,"All","All",9.5,5.42857142857143
"Kuldeep Yadav",2022,"Rajasthan Royals","Delhi Capitals",60,0,36,"All","All",Inf,10
"Kuldeep Yadav",2022,"Royal Challengers Bangalore","Delhi Capitals",46,1,24,"All","All",46,11.5
"Kuldeep Yadav",2022,"Sunrisers Hyderabad","Delhi Capitals",40,1,24,"All","All",40,10
"Kuldip Yadav",2021,"Mumbai Indians","Rajasthan Royals",16,0,12,"All","All",Inf,8
"Kulwant Khejroliya",2018,"Kolkata Knight Riders","Royal Challengers Bangalore",34,0,23,"All","All",Inf,8.8695652173913
"Kulwant Khejroliya",2018,"Punjab Kings","Royal Challengers Bangalore",33,2,24,"All","All",16.5,8.25
"Kulwant Khejroliya",2018,"Rajasthan Royals","Royal Challengers Bangalore",40,0,18,"All","All",Inf,13.3333333333333
"Kulwant Khejroliya",2019,"Rajasthan Royals","Royal Challengers Bangalore",17,0,6,"All","All",Inf,17
"Kulwant Khejroliya",2019,"Sunrisers Hyderabad","Royal Challengers Bangalore",29,1,24,"All","All",29,7.25
"Kumar Kartikeya",2022,"Chennai Super Kings","Mumbai Indians",22,2,18,"All","All",11,7.33333333333333
"Kumar Kartikeya",2022,"Gujarat Titans","Mumbai Indians",29,0,18,"All","All",Inf,9.66666666666667
"Kumar Kartikeya",2022,"Kolkata Knight Riders","Mumbai Indians",32,2,18,"All","All",16,10.6666666666667
"Kumar Kartikeya",2022,"Rajasthan Royals","Mumbai Indians",19,1,24,"All","All",19,4.75
"Kyle Abbott",2016,"Kolkata Knight Riders","Punjab Kings",32,0,18,"All","All",Inf,10.6666666666667
"Kyle Abbott",2016,"Rising Pune Supergiants","Punjab Kings",63,1,42,"All","All",63,9
"Kyle Abbott",2016,"Royal Challengers Bangalore","Punjab Kings",48,1,18,"All","All",48,16
"Kyle Abbott",2016,"Sunrisers Hyderabad","Punjab Kings",34,0,18,"All","All",Inf,11.3333333333333
"Kyle Jamieson",2021,"Chennai Super Kings","Royal Challengers Bangalore",31,0,18,"All","All",Inf,10.3333333333333
"Kyle Jamieson",2021,"Delhi Capitals","Royal Challengers Bangalore",32,1,24,"All","All",32,8
"Kyle Jamieson",2021,"Kolkata Knight Riders","Royal Challengers Bangalore",67,3,30,"All","All",22.3333333333333,13.4
"Kyle Jamieson",2021,"Mumbai Indians","Royal Challengers Bangalore",49,1,36,"All","All",49,8.16666666666667
"Kyle Jamieson",2021,"Punjab Kings","Royal Challengers Bangalore",32,2,18,"All","All",16,10.6666666666667
"Kyle Jamieson",2021,"Rajasthan Royals","Royal Challengers Bangalore",28,1,24,"All","All",28,7
"Kyle Jamieson",2021,"Sunrisers Hyderabad","Royal Challengers Bangalore",30,1,18,"All","All",30,10
"Lakshmipathy Balaji",2008,"Deccan Chargers","Chennai Super Kings",34,2,24,"All","All",17,8.5
"Lakshmipathy Balaji",2008,"Delhi Capitals","Chennai Super Kings",35,2,24,"All","All",17.5,8.75
"Lakshmipathy Balaji",2008,"Kolkata Knight Riders","Chennai Super Kings",36,1,24,"All","All",36,9
"Lakshmipathy Balaji",2008,"Mumbai Indians","Chennai Super Kings",9,0,12,"All","All",Inf,4.5
"Lakshmipathy Balaji",2008,"Punjab Kings","Chennai Super Kings",51,5,48,"All","All",10.2,6.375
"Lakshmipathy Balaji",2008,"Rajasthan Royals","Chennai Super Kings",87,0,42,"All","All",Inf,12.4285714285714
"Lakshmipathy Balaji",2008,"Royal Challengers Bangalore","Chennai Super Kings",34,1,24,"All","All",34,8.5
"Lakshmipathy Balaji",2009,"Deccan Chargers","Chennai Super Kings",59,1,27,"All","All",59,13.1111111111111
"Lakshmipathy Balaji",2009,"Delhi Capitals","Chennai Super Kings",45,3,42,"All","All",15,6.42857142857143
"Lakshmipathy Balaji",2009,"Kolkata Knight Riders","Chennai Super Kings",40,0,18,"All","All",Inf,13.3333333333333
"Lakshmipathy Balaji",2009,"Mumbai Indians","Chennai Super Kings",17,0,12,"All","All",Inf,8.5
"Lakshmipathy Balaji",2009,"Punjab Kings","Chennai Super Kings",55,1,36,"All","All",55,9.16666666666667
"Lakshmipathy Balaji",2009,"Rajasthan Royals","Chennai Super Kings",34,5,39,"All","All",6.8,5.23076923076923
"Lakshmipathy Balaji",2009,"Royal Challengers Bangalore","Chennai Super Kings",66,3,50,"All","All",22,7.92
"Lakshmipathy Balaji",2010,"Deccan Chargers","Chennai Super Kings",36,0,24,"All","All",Inf,9
"Lakshmipathy Balaji",2010,"Delhi Capitals","Chennai Super Kings",37,2,30,"All","All",18.5,7.4
"Lakshmipathy Balaji",2010,"Kolkata Knight Riders","Chennai Super Kings",9,2,14,"All","All",4.5,3.85714285714286
"Lakshmipathy Balaji",2010,"Mumbai Indians","Chennai Super Kings",47,1,24,"All","All",47,11.75
"Lakshmipathy Balaji",2010,"Punjab Kings","Chennai Super Kings",29,1,24,"All","All",29,7.25
"Lakshmipathy Balaji",2010,"Royal Challengers Bangalore","Chennai Super Kings",49,1,24,"All","All",49,12.25
"Lakshmipathy Balaji",2011,"Chennai Super Kings","Kolkata Knight Riders",58,1,48,"All","All",58,7.25
"Lakshmipathy Balaji",2011,"Deccan Chargers","Kolkata Knight Riders",58,0,42,"All","All",Inf,8.28571428571428
"Lakshmipathy Balaji",2011,"Delhi Capitals","Kolkata Knight Riders",38,2,24,"All","All",19,9.5
"Lakshmipathy Balaji",2011,"Kochi Tuskers Kerala","Kolkata Knight Riders",23,0,24,"All","All",Inf,5.75
"Lakshmipathy Balaji",2011,"Mumbai Indians","Kolkata Knight Riders",67,1,30,"All","All",67,13.4
"Lakshmipathy Balaji",2011,"Pune Warriors","Kolkata Knight Riders",7,2,6,"All","All",3.5,7
"Lakshmipathy Balaji",2011,"Punjab Kings","Kolkata Knight Riders",21,0,18,"All","All",Inf,7
"Lakshmipathy Balaji",2011,"Rajasthan Royals","Kolkata Knight Riders",46,3,42,"All","All",15.3333333333333,6.57142857142857
"Lakshmipathy Balaji",2011,"Royal Challengers Bangalore","Kolkata Knight Riders",53,1,32,"All","All",53,9.9375
"Lakshmipathy Balaji",2012,"Chennai Super Kings","Kolkata Knight Riders",33,0,24,"All","All",Inf,8.25
"Lakshmipathy Balaji",2012,"Deccan Chargers","Kolkata Knight Riders",22,2,24,"All","All",11,5.5
"Lakshmipathy Balaji",2012,"Delhi Capitals","Kolkata Knight Riders",11,1,12,"All","All",11,5.5
"Lakshmipathy Balaji",2012,"Mumbai Indians","Kolkata Knight Riders",11,2,24,"All","All",5.5,2.75
"Lakshmipathy Balaji",2012,"Pune Warriors","Kolkata Knight Riders",20,1,24,"All","All",20,5
"Lakshmipathy Balaji",2012,"Punjab Kings","Kolkata Knight Riders",20,1,24,"All","All",20,5
"Lakshmipathy Balaji",2012,"Rajasthan Royals","Kolkata Knight Riders",27,0,24,"All","All",Inf,6.75
"Lakshmipathy Balaji",2012,"Royal Challengers Bangalore","Kolkata Knight Riders",18,4,24,"All","All",4.5,4.5
"Lakshmipathy Balaji",2013,"Chennai Super Kings","Kolkata Knight Riders",73,1,48,"All","All",73,9.125
"Lakshmipathy Balaji",2013,"Delhi Capitals","Kolkata Knight Riders",55,2,48,"All","All",27.5,6.875
"Lakshmipathy Balaji",2013,"Mumbai Indians","Kolkata Knight Riders",31,0,42,"All","All",Inf,4.42857142857143
"Lakshmipathy Balaji",2013,"Pune Warriors","Kolkata Knight Riders",60,4,45,"All","All",15,8
"Lakshmipathy Balaji",2013,"Punjab Kings","Kolkata Knight Riders",83,2,48,"All","All",41.5,10.375
"Lakshmipathy Balaji",2013,"Royal Challengers Bangalore","Kolkata Knight Riders",55,3,45,"All","All",18.3333333333333,7.33333333333333
"Lakshmipathy Balaji",2013,"Sunrisers Hyderabad","Kolkata Knight Riders",30,0,24,"All","All",Inf,7.5
"Lakshmipathy Balaji",2014,"Chennai Super Kings","Punjab Kings",43,2,24,"All","All",21.5,10.75
"Lakshmipathy Balaji",2014,"Kolkata Knight Riders","Punjab Kings",62,1,42,"All","All",62,8.85714285714286
"Lakshmipathy Balaji",2014,"Mumbai Indians","Punjab Kings",38,1,24,"All","All",38,9.5
"Lakshmipathy Balaji",2014,"Rajasthan Royals","Punjab Kings",83,1,48,"All","All",83,10.375
"Lakshmipathy Balaji",2014,"Royal Challengers Bangalore","Punjab Kings",60,3,42,"All","All",20,8.57142857142857
"Lakshmipathy Balaji",2014,"Sunrisers Hyderabad","Punjab Kings",13,4,24,"All","All",3.25,3.25
"Lalit Yadav",2021,"Kolkata Knight Riders","Delhi Capitals",48,3,36,"All","All",16,8
"Lalit Yadav",2021,"Mumbai Indians","Delhi Capitals",17,1,24,"All","All",17,4.25
"Lalit Yadav",2021,"Punjab Kings","Delhi Capitals",36,0,24,"All","All",Inf,9
"Lalit Yadav",2022,"Kolkata Knight Riders","Delhi Capitals",40,1,24,"All","All",40,10
"Lalit Yadav",2022,"Lucknow Super Giants","Delhi Capitals",37,1,30,"All","All",37,7.4
"Lalit Yadav",2022,"Mumbai Indians","Delhi Capitals",15,0,12,"All","All",Inf,7.5
"Lalit Yadav",2022,"Punjab Kings","Delhi Capitals",17,2,18,"All","All",8.5,5.66666666666667
"Lalit Yadav",2022,"Rajasthan Royals","Delhi Capitals",41,0,24,"All","All",Inf,10.25
"Lasith Malinga",2009,"Chennai Super Kings","Mumbai Indians",34,4,48,"All","All",8.5,4.25
"Lasith Malinga",2009,"Deccan Chargers","Mumbai Indians",43,4,48,"All","All",10.75,5.375
"Lasith Malinga",2009,"Delhi Capitals","Mumbai Indians",68,2,48,"All","All",34,8.5
"Lasith Malinga",2009,"Kolkata Knight Riders","Mumbai Indians",33,3,38,"All","All",11,5.21052631578947
"Lasith Malinga",2009,"Punjab Kings","Mumbai Indians",44,3,48,"All","All",14.6666666666667,5.5
"Lasith Malinga",2009,"Rajasthan Royals","Mumbai Indians",28,1,24,"All","All",28,7
"Lasith Malinga",2009,"Royal Challengers Bangalore","Mumbai Indians",61,1,43,"All","All",61,8.51162790697675
"Lasith Malinga",2010,"Chennai Super Kings","Mumbai Indians",110,0,72,"All","All",Inf,9.16666666666667
"Lasith Malinga",2010,"Deccan Chargers","Mumbai Indians",32,4,42,"All","All",8,4.57142857142857
"Lasith Malinga",2010,"Delhi Capitals","Mumbai Indians",22,1,12,"All","All",22,11
"Lasith Malinga",2010,"Kolkata Knight Riders","Mumbai Indians",28,0,24,"All","All",Inf,7
"Lasith Malinga",2010,"Punjab Kings","Mumbai Indians",58,6,48,"All","All",9.66666666666667,7.25
"Lasith Malinga",2010,"Rajasthan Royals","Mumbai Indians",45,2,48,"All","All",22.5,5.625
"Lasith Malinga",2010,"Royal Challengers Bangalore","Mumbai Indians",49,2,48,"All","All",24.5,6.125
"Lasith Malinga",2011,"Chennai Super Kings","Mumbai Indians",20,2,24,"All","All",10,5
"Lasith Malinga",2011,"Deccan Chargers","Mumbai Indians",26,4,48,"All","All",6.5,3.25
"Lasith Malinga",2011,"Delhi Capitals","Mumbai Indians",31,7,42,"All","All",4.42857142857143,4.42857142857143
"Lasith Malinga",2011,"Kochi Tuskers Kerala","Mumbai Indians",42,2,24,"All","All",21,10.5
"Lasith Malinga",2011,"Kolkata Knight Riders","Mumbai Indians",42,1,48,"All","All",42,5.25
"Lasith Malinga",2011,"Pune Warriors","Mumbai Indians",53,5,48,"All","All",10.6,6.625
"Lasith Malinga",2011,"Punjab Kings","Mumbai Indians",43,4,48,"All","All",10.75,5.375
"Lasith Malinga",2011,"Rajasthan Royals","Mumbai Indians",62,1,48,"All","All",62,7.75
