"Bowling_Team","Bowler","Season","Batting_Team","Runs","Wickets","Balls","Stadium","Average","Economy"
"Mumbai Indians","Kieron Pollard",2010,"Delhi Capitals",39,1,48,"All",39,4.875
"Mumbai Indians","Kieron Pollard",2010,"Punjab Kings",29,1,18,"All",29,9.66666666666667
"Mumbai Indians","Kieron Pollard",2010,"Rajasthan Royals",19,1,12,"All",19,9.5
"Mumbai Indians","Kieron Pollard",2010,"Royal Challengers Bangalore",69,6,60,"All",11.5,6.9
"Mumbai Indians","Kieron Pollard",2011,"Chennai Super Kings",30,1,24,"All",30,7.5
"Mumbai Indians","Kieron Pollard",2011,"Deccan Chargers",30,2,24,"All",15,7.5
"Mumbai Indians","Kieron Pollard",2011,"Delhi Capitals",42,2,33,"All",21,7.63636363636364
"Mumbai Indians","Kieron Pollard",2011,"Kochi Tuskers Kerala",43,0,18,"All",Inf,14.3333333333333
"Mumbai Indians","Kieron Pollard",2011,"Kolkata Knight Riders",54,0,30,"All",Inf,10.8
"Mumbai Indians","Kieron Pollard",2011,"Pune Warriors",49,1,30,"All",49,9.8
"Mumbai Indians","Kieron Pollard",2011,"Punjab Kings",29,1,30,"All",29,5.8
"Mumbai Indians","Kieron Pollard",2011,"Rajasthan Royals",35,0,24,"All",Inf,8.75
"Mumbai Indians","Kieron Pollard",2011,"Royal Challengers Bangalore",49,3,42,"All",16.3333333333333,7
"Mumbai Indians","Kieron Pollard",2012,"Chennai Super Kings",41,3,42,"All",13.6666666666667,5.85714285714286
"Mumbai Indians","Kieron Pollard",2012,"Deccan Chargers",33,2,24,"All",16.5,8.25
"Mumbai Indians","Kieron Pollard",2012,"Delhi Capitals",29,0,11,"All",Inf,15.8181818181818
"Mumbai Indians","Kieron Pollard",2012,"Kolkata Knight Riders",49,2,42,"All",24.5,7
"Mumbai Indians","Kieron Pollard",2012,"Pune Warriors",31,1,24,"All",31,7.75
"Mumbai Indians","Kieron Pollard",2012,"Punjab Kings",41,2,42,"All",20.5,5.85714285714286
"Mumbai Indians","Kieron Pollard",2012,"Rajasthan Royals",73,5,42,"All",14.6,10.4285714285714
"Mumbai Indians","Kieron Pollard",2012,"Royal Challengers Bangalore",53,1,36,"All",53,8.83333333333333
"Mumbai Indians","Kieron Pollard",2013,"Chennai Super Kings",102,3,66,"All",34,9.27272727272727
"Mumbai Indians","Kieron Pollard",2013,"Delhi Capitals",46,2,30,"All",23,9.2
"Mumbai Indians","Kieron Pollard",2013,"Kolkata Knight Riders",14,0,12,"All",Inf,7
"Mumbai Indians","Kieron Pollard",2013,"Pune Warriors",19,1,18,"All",19,6.33333333333333
"Mumbai Indians","Kieron Pollard",2013,"Punjab Kings",37,1,18,"All",37,12.3333333333333
"Mumbai Indians","Kieron Pollard",2013,"Rajasthan Royals",30,3,18,"All",10,10
"Mumbai Indians","Kieron Pollard",2013,"Royal Challengers Bangalore",34,0,18,"All",Inf,11.3333333333333
"Mumbai Indians","Kieron Pollard",2013,"Sunrisers Hyderabad",10,0,6,"All",Inf,10
"Mumbai Indians","Kieron Pollard",2014,"Chennai Super Kings",62,1,27,"All",62,13.7777777777778
"Mumbai Indians","Kieron Pollard",2014,"Delhi Capitals",4,0,6,"All",Inf,4
"Mumbai Indians","Kieron Pollard",2014,"Kolkata Knight Riders",26,0,18,"All",Inf,8.66666666666667
"Mumbai Indians","Kieron Pollard",2014,"Punjab Kings",32,0,15,"All",Inf,12.8
"Mumbai Indians","Kieron Pollard",2014,"Rajasthan Royals",44,1,24,"All",44,11
"Mumbai Indians","Kieron Pollard",2014,"Royal Challengers Bangalore",37,0,24,"All",Inf,9.25
"Mumbai Indians","Kieron Pollard",2014,"Sunrisers Hyderabad",57,0,36,"All",Inf,9.5
"Mumbai Indians","Kieron Pollard",2015,"Chennai Super Kings",48,1,28,"All",48,10.2857142857143
"Mumbai Indians","Kieron Pollard",2015,"Delhi Capitals",25,0,12,"All",Inf,12.5
"Mumbai Indians","Kieron Pollard",2015,"Kolkata Knight Riders",6,1,6,"All",6,6
"Mumbai Indians","Kieron Pollard",2015,"Punjab Kings",18,0,12,"All",Inf,9
"Mumbai Indians","Kieron Pollard",2015,"Royal Challengers Bangalore",9,0,6,"All",Inf,9
"Mumbai Indians","Kieron Pollard",2015,"Sunrisers Hyderabad",14,1,12,"All",14,7
"Mumbai Indians","Kieron Pollard",2016,"Delhi Capitals",11,0,6,"All",Inf,11
"Mumbai Indians","Kieron Pollard",2016,"Punjab Kings",25,0,12,"All",Inf,12.5
"Mumbai Indians","Kieron Pollard",2016,"Royal Challengers Bangalore",22,0,6,"All",Inf,22
"Mumbai Indians","Kieron Pollard",2016,"Sunrisers Hyderabad",23,0,12,"All",Inf,11.5
"Mumbai Indians","Kieron Pollard",2017,"Rising Pune Supergiants",30,0,11,"All",Inf,16.3636363636364
"Mumbai Indians","Kieron Pollard",2020,"Chennai Super Kings",4,0,6,"All",Inf,4
"Mumbai Indians","Kieron Pollard",2020,"Delhi Capitals",59,1,36,"All",59,9.83333333333333
"Mumbai Indians","Kieron Pollard",2020,"Kolkata Knight Riders",21,1,18,"All",21,7
"Mumbai Indians","Kieron Pollard",2020,"Punjab Kings",26,0,12,"All",Inf,13
"Mumbai Indians","Kieron Pollard",2020,"Rajasthan Royals",42,1,24,"All",42,10.5
"Mumbai Indians","Kieron Pollard",2020,"Royal Challengers Bangalore",18,1,12,"All",18,9
"Mumbai Indians","Kieron Pollard",2020,"Sunrisers Hyderabad",20,0,18,"All",Inf,6.66666666666667
"Mumbai Indians","Kieron Pollard",2021,"Chennai Super Kings",27,2,24,"All",13.5,6.75
"Mumbai Indians","Kieron Pollard",2021,"Delhi Capitals",18,1,13,"All",18,8.30769230769231
"Mumbai Indians","Kieron Pollard",2021,"Kolkata Knight Riders",12,0,6,"All",Inf,12
"Mumbai Indians","Kieron Pollard",2021,"Punjab Kings",19,2,12,"All",9.5,9.5
"Mumbai Indians","Kieron Pollard",2021,"Rajasthan Royals",9,0,12,"All",Inf,4.5
"Mumbai Indians","Kieron Pollard",2021,"Sunrisers Hyderabad",10,0,12,"All",Inf,5
"Mumbai Indians","Kieron Pollard",2022,"Gujarat Titans",13,1,12,"All",13,6.5
"Mumbai Indians","Kieron Pollard",2022,"Kolkata Knight Riders",26,0,12,"All",Inf,13
"Mumbai Indians","Kieron Pollard",2022,"Lucknow Super Giants",8,2,12,"All",4,4
"Mumbai Indians","Kieron Pollard",2022,"Rajasthan Royals",54,1,30,"All",54,10.8
"Mumbai Indians","Kieron Pollard",2022,"Royal Challengers Bangalore",24,0,18,"All",Inf,8
"Mumbai Indians","Krishmar Santokie",2014,"Punjab Kings",40,1,24,"All",40,10
"Mumbai Indians","Krishmar Santokie",2014,"Rajasthan Royals",50,2,24,"All",25,12.5
"Mumbai Indians","Krunal Pandya",2016,"Delhi Capitals",40,2,37,"All",20,6.48648648648649
"Mumbai Indians","Krunal Pandya",2016,"Gujarat Lions",48,1,36,"All",48,8
"Mumbai Indians","Krunal Pandya",2016,"Kolkata Knight Riders",21,0,12,"All",Inf,10.5
"Mumbai Indians","Krunal Pandya",2016,"Punjab Kings",52,0,36,"All",Inf,8.66666666666667
"Mumbai Indians","Krunal Pandya",2016,"Rising Pune Supergiants",28,0,12,"All",Inf,14
"Mumbai Indians","Krunal Pandya",2016,"Royal Challengers Bangalore",42,3,48,"All",14,5.25
"Mumbai Indians","Krunal Pandya",2016,"Sunrisers Hyderabad",5,0,6,"All",Inf,5
"Mumbai Indians","Krunal Pandya",2017,"Delhi Capitals",8,0,6,"All",Inf,8
"Mumbai Indians","Krunal Pandya",2017,"Gujarat Lions",32,3,42,"All",10.6666666666667,4.57142857142857
"Mumbai Indians","Krunal Pandya",2017,"Kolkata Knight Riders",63,3,54,"All",21,7
"Mumbai Indians","Krunal Pandya",2017,"Punjab Kings",29,1,24,"All",29,7.25
"Mumbai Indians","Krunal Pandya",2017,"Rising Pune Supergiants",74,0,60,"All",Inf,7.4
"Mumbai Indians","Krunal Pandya",2017,"Royal Challengers Bangalore",55,3,48,"All",18.3333333333333,6.875
"Mumbai Indians","Krunal Pandya",2017,"Sunrisers Hyderabad",12,0,6,"All",Inf,12
"Mumbai Indians","Krunal Pandya",2018,"Chennai Super Kings",32,2,24,"All",16,8
"Mumbai Indians","Krunal Pandya",2018,"Delhi Capitals",32,3,30,"All",10.6666666666667,6.4
"Mumbai Indians","Krunal Pandya",2018,"Kolkata Knight Riders",41,3,37,"All",13.6666666666667,6.64864864864865
"Mumbai Indians","Krunal Pandya",2018,"Punjab Kings",46,0,30,"All",Inf,9.2
"Mumbai Indians","Krunal Pandya",2018,"Rajasthan Royals",57,1,48,"All",57,7.125
"Mumbai Indians","Krunal Pandya",2018,"Royal Challengers Bangalore",52,3,48,"All",17.3333333333333,6.5
"Mumbai Indians","Krunal Pandya",2018,"Sunrisers Hyderabad",24,0,24,"All",Inf,6
"Mumbai Indians","Krunal Pandya",2019,"Chennai Super Kings",79,4,72,"All",19.75,6.58333333333333
"Mumbai Indians","Krunal Pandya",2019,"Delhi Capitals",28,1,24,"All",28,7
"Mumbai Indians","Krunal Pandya",2019,"Kolkata Knight Riders",41,0,42,"All",Inf,5.85714285714286
"Mumbai Indians","Krunal Pandya",2019,"Punjab Kings",60,2,36,"All",30,10
"Mumbai Indians","Krunal Pandya",2019,"Rajasthan Royals",58,3,36,"All",19.3333333333333,9.66666666666667
"Mumbai Indians","Krunal Pandya",2019,"Royal Challengers Bangalore",38,0,30,"All",Inf,7.6
"Mumbai Indians","Krunal Pandya",2019,"Sunrisers Hyderabad",31,2,36,"All",15.5,5.16666666666667
"Mumbai Indians","Krunal Pandya",2020,"Chennai Super Kings",53,1,42,"All",53,7.57142857142857
"Mumbai Indians","Krunal Pandya",2020,"Delhi Capitals",91,3,84,"All",30.3333333333333,6.5
"Mumbai Indians","Krunal Pandya",2020,"Kolkata Knight Riders",33,0,30,"All",Inf,6.6
"Mumbai Indians","Krunal Pandya",2020,"Punjab Kings",39,1,36,"All",39,6.5
"Mumbai Indians","Krunal Pandya",2020,"Rajasthan Royals",42,0,24,"All",Inf,10.5
"Mumbai Indians","Krunal Pandya",2020,"Royal Challengers Bangalore",50,0,42,"All",Inf,7.14285714285714
"Mumbai Indians","Krunal Pandya",2020,"Sunrisers Hyderabad",72,1,43,"All",72,10.046511627907
"Mumbai Indians","Krunal Pandya",2021,"Chennai Super Kings",27,0,12,"All",Inf,13.5
"Mumbai Indians","Krunal Pandya",2021,"Delhi Capitals",35,1,25,"All",35,8.4
"Mumbai Indians","Krunal Pandya",2021,"Kolkata Knight Riders",38,1,42,"All",38,5.42857142857143
"Mumbai Indians","Krunal Pandya",2021,"Punjab Kings",55,1,42,"All",55,7.85714285714286
"Mumbai Indians","Krunal Pandya",2021,"Rajasthan Royals",12,0,6,"All",Inf,12
"Mumbai Indians","Krunal Pandya",2021,"Royal Challengers Bangalore",52,1,48,"All",52,6.5
"Mumbai Indians","Krunal Pandya",2021,"Sunrisers Hyderabad",46,1,24,"All",46,11.5
"Mumbai Indians","Kumar Kartikeya",2022,"Chennai Super Kings",22,2,18,"All",11,7.33333333333333
"Mumbai Indians","Kumar Kartikeya",2022,"Gujarat Titans",29,0,18,"All",Inf,9.66666666666667
"Mumbai Indians","Kumar Kartikeya",2022,"Kolkata Knight Riders",32,2,18,"All",16,10.6666666666667
"Mumbai Indians","Kumar Kartikeya",2022,"Rajasthan Royals",19,1,24,"All",19,4.75
"Mumbai Indians","Lasith Malinga",2009,"Chennai Super Kings",34,4,48,"All",8.5,4.25
"Mumbai Indians","Lasith Malinga",2009,"Deccan Chargers",43,4,48,"All",10.75,5.375
"Mumbai Indians","Lasith Malinga",2009,"Delhi Capitals",68,2,48,"All",34,8.5
"Mumbai Indians","Lasith Malinga",2009,"Kolkata Knight Riders",33,3,38,"All",11,5.21052631578947
"Mumbai Indians","Lasith Malinga",2009,"Punjab Kings",44,3,48,"All",14.6666666666667,5.5
"Mumbai Indians","Lasith Malinga",2009,"Rajasthan Royals",28,1,24,"All",28,7
"Mumbai Indians","Lasith Malinga",2009,"Royal Challengers Bangalore",61,1,43,"All",61,8.51162790697675
"Mumbai Indians","Lasith Malinga",2010,"Chennai Super Kings",110,0,72,"All",Inf,9.16666666666667
"Mumbai Indians","Lasith Malinga",2010,"Deccan Chargers",32,4,42,"All",8,4.57142857142857
"Mumbai Indians","Lasith Malinga",2010,"Delhi Capitals",22,1,12,"All",22,11
"Mumbai Indians","Lasith Malinga",2010,"Kolkata Knight Riders",28,0,24,"All",Inf,7
"Mumbai Indians","Lasith Malinga",2010,"Punjab Kings",58,6,48,"All",9.66666666666667,7.25
"Mumbai Indians","Lasith Malinga",2010,"Rajasthan Royals",45,2,48,"All",22.5,5.625
"Mumbai Indians","Lasith Malinga",2010,"Royal Challengers Bangalore",49,2,48,"All",24.5,6.125
"Mumbai Indians","Lasith Malinga",2011,"Chennai Super Kings",20,2,24,"All",10,5
"Mumbai Indians","Lasith Malinga",2011,"Deccan Chargers",26,4,48,"All",6.5,3.25
"Mumbai Indians","Lasith Malinga",2011,"Delhi Capitals",31,7,42,"All",4.42857142857143,4.42857142857143
"Mumbai Indians","Lasith Malinga",2011,"Kochi Tuskers Kerala",42,2,24,"All",21,10.5
"Mumbai Indians","Lasith Malinga",2011,"Kolkata Knight Riders",42,1,48,"All",42,5.25
"Mumbai Indians","Lasith Malinga",2011,"Pune Warriors",53,5,48,"All",10.6,6.625
"Mumbai Indians","Lasith Malinga",2011,"Punjab Kings",43,4,48,"All",10.75,5.375
"Mumbai Indians","Lasith Malinga",2011,"Rajasthan Royals",62,1,48,"All",62,7.75
"Mumbai Indians","Lasith Malinga",2011,"Royal Challengers Bangalore",56,2,48,"All",28,7
"Mumbai Indians","Lasith Malinga",2012,"Chennai Super Kings",82,5,71,"All",16.4,6.92957746478873
"Mumbai Indians","Lasith Malinga",2012,"Deccan Chargers",43,7,46,"All",6.14285714285714,5.60869565217391
"Mumbai Indians","Lasith Malinga",2012,"Delhi Capitals",31,2,24,"All",15.5,7.75
"Mumbai Indians","Lasith Malinga",2012,"Kolkata Knight Riders",59,1,48,"All",59,7.375
"Mumbai Indians","Lasith Malinga",2012,"Pune Warriors",41,4,48,"All",10.25,5.125
"Mumbai Indians","Lasith Malinga",2012,"Rajasthan Royals",45,3,48,"All",15,5.625
"Mumbai Indians","Lasith Malinga",2012,"Royal Challengers Bangalore",49,0,48,"All",Inf,6.125
"Mumbai Indians","Lasith Malinga",2013,"Chennai Super Kings",73,4,66,"All",18.25,6.63636363636364
"Mumbai Indians","Lasith Malinga",2013,"Delhi Capitals",46,2,48,"All",23,5.75
"Mumbai Indians","Lasith Malinga",2013,"Kolkata Knight Riders",40,3,44,"All",13.3333333333333,5.45454545454545
"Mumbai Indians","Lasith Malinga",2013,"Pune Warriors",49,3,48,"All",16.3333333333333,6.125
"Mumbai Indians","Lasith Malinga",2013,"Punjab Kings",78,4,48,"All",19.5,9.75
"Mumbai Indians","Lasith Malinga",2013,"Rajasthan Royals",107,2,72,"All",53.5,8.91666666666667
"Mumbai Indians","Lasith Malinga",2013,"Royal Challengers Bangalore",25,0,24,"All",Inf,6.25
"Mumbai Indians","Lasith Malinga",2013,"Sunrisers Hyderabad",49,2,42,"All",24.5,7
"Mumbai Indians","Lasith Malinga",2014,"Chennai Super Kings",37,2,48,"All",18.5,4.625
"Mumbai Indians","Lasith Malinga",2014,"Delhi Capitals",17,2,24,"All",8.5,4.25
"Mumbai Indians","Lasith Malinga",2014,"Kolkata Knight Riders",53,5,46,"All",10.6,6.91304347826087
"Mumbai Indians","Lasith Malinga",2014,"Punjab Kings",25,1,24,"All",25,6.25
"Mumbai Indians","Lasith Malinga",2014,"Royal Challengers Bangalore",58,3,45,"All",19.3333333333333,7.73333333333333
"Mumbai Indians","Lasith Malinga",2014,"Sunrisers Hyderabad",63,3,48,"All",21,7.875
"Mumbai Indians","Lasith Malinga",2015,"Chennai Super Kings",88,6,72,"All",14.6666666666667,7.33333333333333
"Mumbai Indians","Lasith Malinga",2015,"Delhi Capitals",56,3,48,"All",18.6666666666667,7
"Mumbai Indians","Lasith Malinga",2015,"Kolkata Knight Riders",58,1,48,"All",58,7.25
"Mumbai Indians","Lasith Malinga",2015,"Punjab Kings",65,4,48,"All",16.25,8.125
"Mumbai Indians","Lasith Malinga",2015,"Rajasthan Royals",75,2,48,"All",37.5,9.375
"Mumbai Indians","Lasith Malinga",2015,"Royal Challengers Bangalore",62,2,48,"All",31,7.75
"Mumbai Indians","Lasith Malinga",2015,"Sunrisers Hyderabad",40,6,48,"All",6.66666666666667,5
"Mumbai Indians","Lasith Malinga",2017,"Delhi Capitals",5,2,12,"All",2.5,2.5
"Mumbai Indians","Lasith Malinga",2017,"Gujarat Lions",84,3,48,"All",28,10.5
"Mumbai Indians","Lasith Malinga",2017,"Kolkata Knight Riders",60,3,47,"All",20,7.65957446808511
"Mumbai Indians","Lasith Malinga",2017,"Punjab Kings",103,0,48,"All",Inf,12.875
"Mumbai Indians","Lasith Malinga",2017,"Rising Pune Supergiants",35,1,42,"All",35,5
"Mumbai Indians","Lasith Malinga",2017,"Royal Challengers Bangalore",31,0,24,"All",Inf,7.75
"Mumbai Indians","Lasith Malinga",2017,"Sunrisers Hyderabad",64,2,48,"All",32,8
"Mumbai Indians","Lasith Malinga",2019,"Chennai Super Kings",146,8,88,"All",18.25,9.95454545454546
"Mumbai Indians","Lasith Malinga",2019,"Delhi Capitals",37,1,24,"All",37,9.25
"Mumbai Indians","Lasith Malinga",2019,"Kolkata Knight Riders",83,3,48,"All",27.6666666666667,10.375
"Mumbai Indians","Lasith Malinga",2019,"Punjab Kings",24,0,18,"All",Inf,8
"Mumbai Indians","Lasith Malinga",2019,"Rajasthan Royals",27,0,19,"All",Inf,8.52631578947368
"Mumbai Indians","Lasith Malinga",2019,"Royal Challengers Bangalore",78,4,48,"All",19.5,9.75
"Mumbai Indians","Lasith Malinga",2019,"Sunrisers Hyderabad",43,0,24,"All",Inf,10.75
"Mumbai Indians","Lendl Simmons",2014,"Kolkata Knight Riders",34,1,18,"All",34,11.3333333333333
"Mumbai Indians","Marchant de Lange",2014,"Delhi Capitals",32,2,24,"All",16,8
"Mumbai Indians","Marchant de Lange",2015,"Chennai Super Kings",30,0,24,"All",Inf,7.5
"Mumbai Indians","Marco Jansen",2021,"Kolkata Knight Riders",17,0,12,"All",Inf,8.5
"Mumbai Indians","Marco Jansen",2021,"Royal Challengers Bangalore",28,2,24,"All",14,7
"Mumbai Indians","Mayank Markande",2018,"Chennai Super Kings",53,3,42,"All",17.6666666666667,7.57142857142857
"Mumbai Indians","Mayank Markande",2018,"Delhi Capitals",63,1,30,"All",63,12.6
"Mumbai Indians","Mayank Markande",2018,"Kolkata Knight Riders",51,2,42,"All",25.5,7.28571428571428
"Mumbai Indians","Mayank Markande",2018,"Punjab Kings",63,1,36,"All",63,10.5
"Mumbai Indians","Mayank Markande",2018,"Rajasthan Royals",47,0,30,"All",Inf,9.4
"Mumbai Indians","Mayank Markande",2018,"Royal Challengers Bangalore",53,2,42,"All",26.5,7.57142857142857
"Mumbai Indians","Mayank Markande",2018,"Sunrisers Hyderabad",38,6,42,"All",6.33333333333333,5.42857142857143
"Mumbai Indians","Mayank Markande",2019,"Punjab Kings",12,0,6,"All",Inf,12
"Mumbai Indians","Mayank Markande",2019,"Rajasthan Royals",24,0,12,"All",Inf,12
"Mumbai Indians","Mayank Markande",2019,"Royal Challengers Bangalore",23,1,18,"All",23,7.66666666666667
"Mumbai Indians","Mayank Markande",2022,"Delhi Capitals",26,1,24,"All",26,6.5
"Mumbai Indians","Mayank Markande",2022,"Sunrisers Hyderabad",31,0,18,"All",Inf,10.3333333333333
"Mumbai Indians","Mitchell Johnson",2013,"Chennai Super Kings",108,6,90,"All",18,7.2
"Mumbai Indians","Mitchell Johnson",2013,"Delhi Capitals",49,2,24,"All",24.5,12.25
"Mumbai Indians","Mitchell Johnson",2013,"Kolkata Knight Riders",39,4,48,"All",9.75,4.875
"Mumbai Indians","Mitchell Johnson",2013,"Pune Warriors",41,5,48,"All",8.2,5.125
"Mumbai Indians","Mitchell Johnson",2013,"Punjab Kings",29,2,24,"All",14.5,7.25
"Mumbai Indians","Mitchell Johnson",2013,"Rajasthan Royals",87,2,66,"All",43.5,7.90909090909091
"Mumbai Indians","Mitchell Johnson",2013,"Royal Challengers Bangalore",42,1,42,"All",42,6
"Mumbai Indians","Mitchell Johnson",2013,"Sunrisers Hyderabad",64,2,42,"All",32,9.14285714285714
"Mumbai Indians","Mitchell Johnson",2017,"Delhi Capitals",23,0,24,"All",Inf,5.75
"Mumbai Indians","Mitchell Johnson",2017,"Kolkata Knight Riders",58,3,48,"All",19.3333333333333,7.25
"Mumbai Indians","Mitchell Johnson",2017,"Rising Pune Supergiants",60,4,48,"All",15,7.5
"Mumbai Indians","Mitchell McClenaghan",2015,"Chennai Super Kings",105,5,66,"All",21,9.54545454545454
"Mumbai Indians","Mitchell McClenaghan",2015,"Delhi Capitals",75,2,48,"All",37.5,9.375
"Mumbai Indians","Mitchell McClenaghan",2015,"Kolkata Knight Riders",31,1,24,"All",31,7.75
"Mumbai Indians","Mitchell McClenaghan",2015,"Punjab Kings",25,0,24,"All",Inf,6.25
"Mumbai Indians","Mitchell McClenaghan",2015,"Rajasthan Royals",31,3,24,"All",10.3333333333333,7.75
"Mumbai Indians","Mitchell McClenaghan",2015,"Royal Challengers Bangalore",83,1,48,"All",83,10.375
"Mumbai Indians","Mitchell McClenaghan",2015,"Sunrisers Hyderabad",36,6,48,"All",6,4.5
"Mumbai Indians","Mitchell McClenaghan",2016,"Delhi Capitals",57,2,48,"All",28.5,7.125
"Mumbai Indians","Mitchell McClenaghan",2016,"Gujarat Lions",59,4,47,"All",14.75,7.53191489361702
"Mumbai Indians","Mitchell McClenaghan",2016,"Kolkata Knight Riders",58,3,48,"All",19.3333333333333,7.25
"Mumbai Indians","Mitchell McClenaghan",2016,"Punjab Kings",56,4,42,"All",14,8
"Mumbai Indians","Mitchell McClenaghan",2016,"Rising Pune Supergiants",54,1,42,"All",54,7.71428571428572
"Mumbai Indians","Mitchell McClenaghan",2016,"Royal Challengers Bangalore",81,2,48,"All",40.5,10.125
"Mumbai Indians","Mitchell McClenaghan",2016,"Sunrisers Hyderabad",71,1,45,"All",71,9.46666666666667
"Mumbai Indians","Mitchell McClenaghan",2017,"Delhi Capitals",42,4,36,"All",10.5,7
"Mumbai Indians","Mitchell McClenaghan",2017,"Gujarat Lions",74,2,48,"All",37,9.25
"Mumbai Indians","Mitchell McClenaghan",2017,"Kolkata Knight Riders",51,1,24,"All",51,12.75
"Mumbai Indians","Mitchell McClenaghan",2017,"Punjab Kings",100,3,48,"All",33.3333333333333,12.5
"Mumbai Indians","Mitchell McClenaghan",2017,"Rising Pune Supergiants",118,2,72,"All",59,9.83333333333333
"Mumbai Indians","Mitchell McClenaghan",2017,"Royal Challengers Bangalore",54,5,48,"All",10.8,6.75
"Mumbai Indians","Mitchell McClenaghan",2017,"Sunrisers Hyderabad",68,2,48,"All",34,8.5
"Mumbai Indians","Mitchell McClenaghan",2018,"Chennai Super Kings",70,3,48,"All",23.3333333333333,8.75
"Mumbai Indians","Mitchell McClenaghan",2018,"Kolkata Knight Riders",54,2,42,"All",27,7.71428571428572
"Mumbai Indians","Mitchell McClenaghan",2018,"Punjab Kings",68,3,48,"All",22.6666666666667,8.5
"Mumbai Indians","Mitchell McClenaghan",2018,"Rajasthan Royals",60,1,42,"All",60,8.57142857142857
"Mumbai Indians","Mitchell McClenaghan",2018,"Royal Challengers Bangalore",58,3,42,"All",19.3333333333333,8.28571428571428
"Mumbai Indians","Mitchell McClenaghan",2018,"Sunrisers Hyderabad",22,2,18,"All",11,7.33333333333333
"Mumbai Indians","Mitchell McClenaghan",2019,"Chennai Super Kings",24,0,24,"All",Inf,6
"Mumbai Indians","Mitchell McClenaghan",2019,"Delhi Capitals",40,3,24,"All",13.3333333333333,10
"Mumbai Indians","Mitchell McClenaghan",2019,"Kolkata Knight Riders",19,0,24,"All",Inf,4.75
"Mumbai Indians","Mitchell McClenaghan",2019,"Punjab Kings",35,0,24,"All",Inf,8.75
"Mumbai Indians","Mitchell McClenaghan",2019,"Royal Challengers Bangalore",24,0,12,"All",Inf,12
"Mumbai Indians","Munaf Patel",2011,"Chennai Super Kings",40,1,24,"All",40,10
"Mumbai Indians","Munaf Patel",2011,"Deccan Chargers",72,1,48,"All",72,9
"Mumbai Indians","Munaf Patel",2011,"Delhi Capitals",49,2,42,"All",24.5,7
"Mumbai Indians","Munaf Patel",2011,"Kochi Tuskers Kerala",15,0,18,"All",Inf,5
"Mumbai Indians","Munaf Patel",2011,"Kolkata Knight Riders",27,3,24,"All",9,6.75
"Mumbai Indians","Munaf Patel",2011,"Pune Warriors",38,4,38,"All",9.5,6
