"Bowler","Season","Batting_Team","Stadium","Runs","Wickets","Balls","Bowling_Team","Striker","Average","Economy"
"Morne Morkel",2013,"Royal Challengers Bangalore","Feroz Shah Kotla",35,0,24,"All","All",Inf,8.75
"Morne Morkel",2013,"Royal Challengers Bangalore","M Chinnaswamy Stadium",32,1,24,"All","All",32,8
"Morne Morkel",2013,"Sunrisers Hyderabad","Feroz Shah Kotla",27,2,24,"All","All",13.5,6.75
"Morne Morkel",2014,"Delhi Capitals","Dubai International Cricket Stadium",41,2,24,"All","All",20.5,10.25
"Morne Morkel",2014,"Mumbai Indians","Barabati Stadium",35,2,24,"All","All",17.5,8.75
"Morne Morkel",2014,"Mumbai Indians","Sheikh Zayed Stadium",16,1,24,"All","All",16,4
"Morne Morkel",2014,"Punjab Kings","Barabati Stadium",20,2,24,"All","All",10,5
"Morne Morkel",2014,"Punjab Kings","Eden Gardens",23,2,24,"All","All",11.5,5.75
"Morne Morkel",2014,"Punjab Kings","M Chinnaswamy Stadium",40,0,24,"All","All",Inf,10
"Morne Morkel",2014,"Punjab Kings","Sheikh Zayed Stadium",26,1,24,"All","All",26,6.5
"Morne Morkel",2014,"Rajasthan Royals","Sheikh Zayed Stadium",40,1,24,"All","All",40,10
"Morne Morkel",2014,"Royal Challengers Bangalore","Eden Gardens",21,0,24,"All","All",Inf,5.25
"Morne Morkel",2014,"Royal Challengers Bangalore","Sharjah Cricket Stadium",34,0,24,"All","All",Inf,8.5
"Morne Morkel",2014,"Sunrisers Hyderabad","Eden Gardens",32,1,24,"All","All",32,8
"Morne Morkel",2014,"Sunrisers Hyderabad","Rajiv Gandhi International Stadium",39,0,24,"All","All",Inf,9.75
"Morne Morkel",2015,"Delhi Capitals","Feroz Shah Kotla",30,2,24,"All","All",15,7.5
"Morne Morkel",2015,"Mumbai Indians","Eden Gardens",18,2,24,"All","All",9,4.5
"Morne Morkel",2015,"Mumbai Indians","Wankhede Stadium",27,1,24,"All","All",27,6.75
"Morne Morkel",2015,"Punjab Kings","Maharashtra Cricket Association Stadium",27,2,24,"All","All",13.5,6.75
"Morne Morkel",2015,"Rajasthan Royals","Brabourne Stadium",38,0,24,"All","All",Inf,9.5
"Morne Morkel",2015,"Royal Challengers Bangalore","Eden Gardens",35,1,24,"All","All",35,8.75
"Morne Morkel",2015,"Sunrisers Hyderabad","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",31,2,24,"All","All",15.5,7.75
"Morne Morkel",2016,"Gujarat Lions","Eden Gardens",38,0,24,"All","All",Inf,9.5
"Morne Morkel",2016,"Gujarat Lions","Green Park",39,1,21,"All","All",39,11.1428571428571
"Morne Morkel",2016,"Punjab Kings","Eden Gardens",27,1,24,"All","All",27,6.75
"Morne Morkel",2016,"Punjab Kings","Punjab Cricket Association IS Bindra Stadium",27,2,24,"All","All",13.5,6.75
"Morne Morkel",2016,"Rising Pune Supergiants","Eden Gardens",22,0,18,"All","All",Inf,7.33333333333333
"Morne Morkel",2016,"Rising Pune Supergiants","Maharashtra Cricket Association Stadium",30,0,18,"All","All",Inf,10
"Morne Morkel",2016,"Royal Challengers Bangalore","Eden Gardens",20,0,12,"All","All",Inf,10
"Morne Morkel",2016,"Royal Challengers Bangalore","M Chinnaswamy Stadium",28,2,24,"All","All",14,7
"Morne Morkel",2016,"Sunrisers Hyderabad","Feroz Shah Kotla",31,2,24,"All","All",15.5,7.75
"Morne Morkel",2016,"Sunrisers Hyderabad","Rajiv Gandhi International Stadium",35,2,24,"All","All",17.5,8.75
"Mujeeb Ur Rahman",2018,"Chennai Super Kings","Punjab Cricket Association IS Bindra Stadium",18,0,18,"All","All",Inf,6
"Mujeeb Ur Rahman",2018,"Delhi Capitals","Feroz Shah Kotla",25,2,24,"All","All",12.5,6.25
"Mujeeb Ur Rahman",2018,"Delhi Capitals","Punjab Cricket Association IS Bindra Stadium",28,2,24,"All","All",14,7
"Mujeeb Ur Rahman",2018,"Kolkata Knight Riders","Eden Gardens",32,1,24,"All","All",32,8
"Mujeeb Ur Rahman",2018,"Kolkata Knight Riders","Holkar Cricket Stadium",28,0,14,"All","All",Inf,12
"Mujeeb Ur Rahman",2018,"Mumbai Indians","Holkar Cricket Stadium",37,2,24,"All","All",18.5,9.25
"Mujeeb Ur Rahman",2018,"Rajasthan Royals","Holkar Cricket Stadium",27,3,24,"All","All",9,6.75
"Mujeeb Ur Rahman",2018,"Rajasthan Royals","Sawai Mansingh Stadium",21,2,24,"All","All",10.5,5.25
"Mujeeb Ur Rahman",2018,"Royal Challengers Bangalore","M Chinnaswamy Stadium",29,1,24,"All","All",29,7.25
"Mujeeb Ur Rahman",2018,"Sunrisers Hyderabad","Punjab Cricket Association IS Bindra Stadium",27,0,24,"All","All",Inf,6.75
"Mujeeb Ur Rahman",2018,"Sunrisers Hyderabad","Rajiv Gandhi International Stadium",17,1,24,"All","All",17,4.25
"Mujeeb Ur Rahman",2019,"Delhi Capitals","Punjab Cricket Association IS Bindra Stadium",36,0,24,"All","All",Inf,9
"Mujeeb Ur Rahman",2019,"Rajasthan Royals","Punjab Cricket Association IS Bindra Stadium",24,0,18,"All","All",Inf,8
"Mujeeb Ur Rahman",2019,"Rajasthan Royals","Sawai Mansingh Stadium",31,2,24,"All","All",15.5,7.75
"Mujeeb Ur Rahman",2019,"Sunrisers Hyderabad","Punjab Cricket Association IS Bindra Stadium",34,1,24,"All","All",34,8.5
"Mujeeb Ur Rahman",2019,"Sunrisers Hyderabad","Rajiv Gandhi International Stadium",66,0,24,"All","All",Inf,16.5
"Mujeeb Ur Rahman",2020,"Kolkata Knight Riders","Zayed Cricket Stadium",44,0,24,"All","All",Inf,11
"Mujeeb Ur Rahman",2020,"Sunrisers Hyderabad","Dubai International Cricket Stadium",39,0,24,"All","All",Inf,9.75
"Mujeeb Ur Rahman",2021,"Mumbai Indians","MA Chidambaram Stadium",29,2,24,"All","All",14.5,7.25
"Mukesh Choudhary",2022,"Delhi Capitals","Dr DY Patil Sports Academy",22,2,18,"All","All",11,7.33333333333333
"Mukesh Choudhary",2022,"Gujarat Titans","Maharashtra Cricket Association Stadium",18,1,18,"All","All",18,6
"Mukesh Choudhary",2022,"Gujarat Titans","Wankhede Stadium",28,0,18,"All","All",Inf,9.33333333333333
"Mukesh Choudhary",2022,"Lucknow Super Giants","Brabourne Stadium",39,0,21,"All","All",Inf,11.1428571428571
"Mukesh Choudhary",2022,"Mumbai Indians","Dr DY Patil Sports Academy",19,3,18,"All","All",6.33333333333333,6.33333333333333
"Mukesh Choudhary",2022,"Mumbai Indians","Wankhede Stadium",23,3,24,"All","All",7.66666666666667,5.75
"Mukesh Choudhary",2022,"Punjab Kings","Brabourne Stadium",52,1,24,"All","All",52,13
"Mukesh Choudhary",2022,"Punjab Kings","Wankhede Stadium",36,0,24,"All","All",Inf,9
"Mukesh Choudhary",2022,"Rajasthan Royals","Brabourne Stadium",41,0,24,"All","All",Inf,10.25
"Mukesh Choudhary",2022,"Royal Challengers Bangalore","Dr DY Patil Sports Academy",40,1,18,"All","All",40,13.3333333333333
"Mukesh Choudhary",2022,"Royal Challengers Bangalore","Maharashtra Cricket Association Stadium",30,0,18,"All","All",Inf,10
"Mukesh Choudhary",2022,"Sunrisers Hyderabad","Dr DY Patil Sports Academy",30,1,24,"All","All",30,7.5
"Mukesh Choudhary",2022,"Sunrisers Hyderabad","Maharashtra Cricket Association Stadium",46,4,24,"All","All",11.5,11.5
"Munaf Patel",2008,"Chennai Super Kings","Dr DY Patil Sports Academy",14,0,12,"All","All",Inf,7
"Munaf Patel",2008,"Chennai Super Kings","MA Chidambaram Stadium",55,1,24,"All","All",55,13.75
"Munaf Patel",2008,"Chennai Super Kings","Sawai Mansingh Stadium",16,2,24,"All","All",8,4
"Munaf Patel",2008,"Deccan Chargers","Rajiv Gandhi International Stadium",55,0,24,"All","All",Inf,13.75
"Munaf Patel",2008,"Deccan Chargers","Sawai Mansingh Stadium",28,1,24,"All","All",28,7
"Munaf Patel",2008,"Delhi Capitals","Feroz Shah Kotla",25,0,18,"All","All",Inf,8.33333333333333
"Munaf Patel",2008,"Delhi Capitals","Sawai Mansingh Stadium",24,0,24,"All","All",Inf,6
"Munaf Patel",2008,"Delhi Capitals","Wankhede Stadium",17,3,24,"All","All",5.66666666666667,4.25
"Munaf Patel",2008,"Kolkata Knight Riders","Eden Gardens",22,2,24,"All","All",11,5.5
"Munaf Patel",2008,"Kolkata Knight Riders","Sawai Mansingh Stadium",29,0,24,"All","All",Inf,7.25
"Munaf Patel",2008,"Mumbai Indians","Dr DY Patil Sports Academy",21,0,18,"All","All",Inf,7
"Munaf Patel",2008,"Punjab Kings","Punjab Cricket Association Stadium",37,0,24,"All","All",Inf,9.25
"Munaf Patel",2008,"Punjab Kings","Sawai Mansingh Stadium",36,1,24,"All","All",36,9
"Munaf Patel",2008,"Royal Challengers Bangalore","M Chinnaswamy Stadium",20,2,18,"All","All",10,6.66666666666667
"Munaf Patel",2008,"Royal Challengers Bangalore","Sawai Mansingh Stadium",21,2,24,"All","All",10.5,5.25
"Munaf Patel",2009,"Chennai Super Kings","SuperSport Park",25,2,24,"All","All",12.5,6.25
"Munaf Patel",2009,"Deccan Chargers","De Beers Diamond Oval",3,0,6,"All","All",Inf,3
"Munaf Patel",2009,"Deccan Chargers","St George's Park",23,0,12,"All","All",Inf,11.5
"Munaf Patel",2009,"Delhi Capitals","OUTsurance Oval",39,2,24,"All","All",19.5,9.75
"Munaf Patel",2009,"Delhi Capitals","SuperSport Park",14,2,24,"All","All",7,3.5
"Munaf Patel",2009,"Kolkata Knight Riders","Kingsmead",14,2,24,"All","All",7,3.5
"Munaf Patel",2009,"Kolkata Knight Riders","Newlands",36,1,18,"All","All",36,12
"Munaf Patel",2009,"Mumbai Indians","Kingsmead",22,2,23,"All","All",11,5.73913043478261
"Munaf Patel",2009,"Punjab Kings","Newlands",24,2,24,"All","All",12,6
"Munaf Patel",2009,"Royal Challengers Bangalore","Newlands",25,2,18,"All","All",12.5,8.33333333333333
"Munaf Patel",2009,"Royal Challengers Bangalore","SuperSport Park",16,1,12,"All","All",16,8
"Munaf Patel",2010,"Delhi Capitals","Sardar Patel Stadium",32,1,18,"All","All",32,10.6666666666667
"Munaf Patel",2010,"Kolkata Knight Riders","Sardar Patel Stadium",20,1,18,"All","All",20,6.66666666666667
"Munaf Patel",2010,"Punjab Kings","Punjab Cricket Association Stadium",43,1,24,"All","All",43,10.75
"Munaf Patel",2010,"Royal Challengers Bangalore","M Chinnaswamy Stadium",23,0,18,"All","All",Inf,7.66666666666667
"Munaf Patel",2011,"Chennai Super Kings","Wankhede Stadium",40,1,24,"All","All",40,10
"Munaf Patel",2011,"Deccan Chargers","Rajiv Gandhi International Stadium",35,1,24,"All","All",35,8.75
"Munaf Patel",2011,"Deccan Chargers","Wankhede Stadium",37,0,24,"All","All",Inf,9.25
"Munaf Patel",2011,"Delhi Capitals","Feroz Shah Kotla",20,0,18,"All","All",Inf,6.66666666666667
"Munaf Patel",2011,"Delhi Capitals","Wankhede Stadium",29,2,24,"All","All",14.5,7.25
"Munaf Patel",2011,"Kochi Tuskers Kerala","Wankhede Stadium",15,0,18,"All","All",Inf,5
"Munaf Patel",2011,"Kolkata Knight Riders","Wankhede Stadium",27,3,24,"All","All",9,6.75
"Munaf Patel",2011,"Pune Warriors","Dr DY Patil Sports Academy",30,1,24,"All","All",30,7.5
"Munaf Patel",2011,"Pune Warriors","Wankhede Stadium",8,3,14,"All","All",2.66666666666667,3.42857142857143
"Munaf Patel",2011,"Punjab Kings","Punjab Cricket Association Stadium",21,5,24,"All","All",4.2,5.25
"Munaf Patel",2011,"Punjab Kings","Wankhede Stadium",18,2,24,"All","All",9,4.5
"Munaf Patel",2011,"Rajasthan Royals","Sawai Mansingh Stadium",18,2,24,"All","All",9,4.5
"Munaf Patel",2011,"Rajasthan Royals","Wankhede Stadium",23,0,18,"All","All",Inf,7.66666666666667
"Munaf Patel",2011,"Royal Challengers Bangalore","M Chinnaswamy Stadium",10,0,18,"All","All",Inf,3.33333333333333
"Munaf Patel",2011,"Royal Challengers Bangalore","MA Chidambaram Stadium",27,2,24,"All","All",13.5,6.75
"Munaf Patel",2012,"Chennai Super Kings","Wankhede Stadium",46,0,24,"All","All",Inf,11.5
"Munaf Patel",2012,"Deccan Chargers","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",20,4,24,"All","All",5,5
"Munaf Patel",2012,"Deccan Chargers","Wankhede Stadium",23,1,24,"All","All",23,5.75
"Munaf Patel",2012,"Delhi Capitals","Wankhede Stadium",15,0,18,"All","All",Inf,5
"Munaf Patel",2012,"Kolkata Knight Riders","Eden Gardens",32,1,24,"All","All",32,8
"Munaf Patel",2012,"Kolkata Knight Riders","Wankhede Stadium",17,1,24,"All","All",17,4.25
"Munaf Patel",2012,"Pune Warriors","Subrata Roy Sahara Stadium",24,1,24,"All","All",24,6
"Munaf Patel",2012,"Pune Warriors","Wankhede Stadium",26,2,24,"All","All",13,6.5
"Munaf Patel",2012,"Punjab Kings","Punjab Cricket Association Stadium",41,0,24,"All","All",Inf,10.25
"Munaf Patel",2012,"Punjab Kings","Wankhede Stadium",41,0,24,"All","All",Inf,10.25
"Munaf Patel",2012,"Rajasthan Royals","Wankhede Stadium",28,4,22,"All","All",7,7.63636363636364
"Munaf Patel",2012,"Royal Challengers Bangalore","M Chinnaswamy Stadium",54,1,24,"All","All",54,13.5
"Munaf Patel",2013,"Chennai Super Kings","Feroz Shah Kotla",32,0,18,"All","All",Inf,10.6666666666667
"Munaf Patel",2013,"Chennai Super Kings","MA Chidambaram Stadium",29,3,24,"All","All",9.66666666666667,7.25
"Munaf Patel",2013,"Delhi Capitals","Feroz Shah Kotla",36,0,24,"All","All",Inf,9
"Munaf Patel",2013,"Royal Challengers Bangalore","M Chinnaswamy Stadium",40,0,24,"All","All",Inf,10
"Munaf Patel",2017,"Mumbai Indians","Wankhede Stadium",35,1,24,"All","All",35,8.75
"Munaf Patel",2017,"Sunrisers Hyderabad","Green Park",22,0,18,"All","All",Inf,7.33333333333333
"Murali Kartik",2008,"Chennai Super Kings","MA Chidambaram Stadium",33,0,18,"All","All",Inf,11
"Murali Kartik",2008,"Deccan Chargers","Eden Gardens",17,3,22,"All","All",5.66666666666667,4.63636363636364
"Murali Kartik",2008,"Deccan Chargers","Rajiv Gandhi International Stadium",29,0,18,"All","All",Inf,9.66666666666667
"Murali Kartik",2008,"Mumbai Indians","Eden Gardens",24,0,18,"All","All",Inf,8
"Murali Kartik",2008,"Royal Challengers Bangalore","Eden Gardens",24,0,12,"All","All",Inf,12
"Murali Kartik",2009,"Chennai Super Kings","SuperSport Park",27,0,18,"All","All",Inf,9
"Murali Kartik",2009,"Deccan Chargers","New Wanderers Stadium",12,1,24,"All","All",12,3
"Murali Kartik",2009,"Deccan Chargers","Newlands",23,0,24,"All","All",Inf,5.75
"Murali Kartik",2009,"Delhi Capitals","Kingsmead",18,0,24,"All","All",Inf,4.5
"Murali Kartik",2009,"Delhi Capitals","New Wanderers Stadium",20,0,24,"All","All",Inf,5
"Murali Kartik",2009,"Mumbai Indians","Buffalo Park",20,1,18,"All","All",20,6.66666666666667
"Murali Kartik",2009,"Punjab Kings","Kingsmead",7,0,6,"All","All",Inf,7
"Murali Kartik",2009,"Punjab Kings","St George's Park",20,0,18,"All","All",Inf,6.66666666666667
"Murali Kartik",2009,"Royal Challengers Bangalore","Kingsmead",26,0,24,"All","All",Inf,6.5
"Murali Kartik",2009,"Royal Challengers Bangalore","SuperSport Park",28,2,24,"All","All",14,7
"Murali Kartik",2010,"Chennai Super Kings","Eden Gardens",21,0,24,"All","All",Inf,5.25
"Murali Kartik",2010,"Deccan Chargers","Dr DY Patil Sports Academy",17,1,18,"All","All",17,5.66666666666667
"Murali Kartik",2010,"Deccan Chargers","Eden Gardens",29,1,24,"All","All",29,7.25
"Murali Kartik",2010,"Delhi Capitals","Feroz Shah Kotla",26,0,24,"All","All",Inf,6.5
"Murali Kartik",2010,"Mumbai Indians","Brabourne Stadium",21,1,24,"All","All",21,5.25
"Murali Kartik",2010,"Mumbai Indians","Eden Gardens",20,2,24,"All","All",10,5
"Murali Kartik",2010,"Punjab Kings","Eden Gardens",41,1,24,"All","All",41,10.25
"Murali Kartik",2010,"Rajasthan Royals","Eden Gardens",31,1,24,"All","All",31,7.75
"Murali Kartik",2010,"Rajasthan Royals","Sardar Patel Stadium",25,0,24,"All","All",Inf,6.25
"Murali Kartik",2010,"Royal Challengers Bangalore","Eden Gardens",22,2,24,"All","All",11,5.5
"Murali Kartik",2011,"Chennai Super Kings","Dr DY Patil Sports Academy",27,1,24,"All","All",27,6.75
"Murali Kartik",2011,"Chennai Super Kings","MA Chidambaram Stadium",29,0,24,"All","All",Inf,7.25
"Murali Kartik",2011,"Kochi Tuskers Kerala","Dr DY Patil Sports Academy",30,0,24,"All","All",Inf,7.5
"Murali Kartik",2011,"Mumbai Indians","Wankhede Stadium",29,0,24,"All","All",Inf,7.25
"Murali Kartik",2011,"Punjab Kings","Dr DY Patil Sports Academy",10,0,5,"All","All",Inf,12
"Murali Kartik",2011,"Rajasthan Royals","Sawai Mansingh Stadium",41,0,24,"All","All",Inf,10.25
"Murali Kartik",2012,"Chennai Super Kings","MA Chidambaram Stadium",24,0,24,"All","All",Inf,6
"Murali Kartik",2012,"Chennai Super Kings","Subrata Roy Sahara Stadium",18,0,18,"All","All",Inf,6
"Murali Kartik",2012,"Deccan Chargers","Barabati Stadium",16,0,12,"All","All",Inf,8
"Murali Kartik",2012,"Delhi Capitals","Feroz Shah Kotla",25,1,18,"All","All",25,8.33333333333333
"Murali Kartik",2012,"Delhi Capitals","Subrata Roy Sahara Stadium",26,0,24,"All","All",Inf,6.5
"Murali Kartik",2012,"Kolkata Knight Riders","Eden Gardens",22,1,24,"All","All",22,5.5
"Murali Kartik",2012,"Mumbai Indians","Subrata Roy Sahara Stadium",27,0,18,"All","All",Inf,9
"Murali Kartik",2012,"Mumbai Indians","Wankhede Stadium",14,2,18,"All","All",7,4.66666666666667
"Murali Kartik",2012,"Punjab Kings","Subrata Roy Sahara Stadium",23,0,18,"All","All",Inf,7.66666666666667
"Murali Kartik",2012,"Rajasthan Royals","Sawai Mansingh Stadium",39,0,24,"All","All",Inf,9.75
"Murali Kartik",2012,"Rajasthan Royals","Subrata Roy Sahara Stadium",32,0,18,"All","All",Inf,10.6666666666667
"Murali Kartik",2013,"Chennai Super Kings","MA Chidambaram Stadium",29,0,18,"All","All",Inf,9.66666666666667
"Murali Kartik",2013,"Delhi Capitals","Feroz Shah Kotla",21,0,24,"All","All",Inf,5.25
"Murali Kartik",2013,"Kolkata Knight Riders","JSCA International Stadium Complex",17,1,24,"All","All",17,4.25
"Murali Kartik",2013,"Mumbai Indians","M Chinnaswamy Stadium",24,1,24,"All","All",24,6
"Murali Kartik",2013,"Pune Warriors","M Chinnaswamy Stadium",25,1,18,"All","All",25,8.33333333333333
"Murali Kartik",2013,"Pune Warriors","Subrata Roy Sahara Stadium",29,2,24,"All","All",14.5,7.25
"Murali Kartik",2013,"Punjab Kings","Punjab Cricket Association Stadium",24,2,18,"All","All",12,8
"Murali Kartik",2013,"Rajasthan Royals","M Chinnaswamy Stadium",35,1,24,"All","All",35,8.75
"Murali Kartik",2013,"Rajasthan Royals","Sawai Mansingh Stadium",32,0,18,"All","All",Inf,10.6666666666667
"Murali Kartik",2013,"Sunrisers Hyderabad","M Chinnaswamy Stadium",21,1,18,"All","All",21,7
"Murali Kartik",2013,"Sunrisers Hyderabad","Rajiv Gandhi International Stadium",27,0,24,"All","All",Inf,6.75
"Murali Kartik",2014,"Chennai Super Kings","Barabati Stadium",40,0,24,"All","All",Inf,10
"Murali Kartik",2014,"Rajasthan Royals","Sharjah Cricket Stadium",51,1,24,"All","All",51,12.75
"Murali Vijay",2014,"Chennai Super Kings","Sheikh Zayed Stadium",13,0,6,"All","All",Inf,13
"Murali Vijay",2015,"Mumbai Indians","Punjab Cricket Association Stadium",12,0,6,"All","All",Inf,12
"Murali Vijay",2015,"Sunrisers Hyderabad","Punjab Cricket Association Stadium",16,0,18,"All","All",Inf,5.33333333333333
"Murali Vijay",2016,"Sunrisers Hyderabad","Punjab Cricket Association IS Bindra Stadium",8,0,6,"All","All",Inf,8
"Murugan Ashwin",2016,"Delhi Capitals","Feroz Shah Kotla",31,0,18,"All","All",Inf,10.3333333333333
"Murugan Ashwin",2016,"Gujarat Lions","Maharashtra Cricket Association Stadium",22,0,18,"All","All",Inf,7.33333333333333
"Murugan Ashwin",2016,"Gujarat Lions","Saurashtra Cricket Association Stadium",31,2,24,"All","All",15.5,7.75
"Murugan Ashwin",2016,"Kolkata Knight Riders","Eden Gardens",13,0,6,"All","All",Inf,13
"Murugan Ashwin",2016,"Kolkata Knight Riders","Maharashtra Cricket Association Stadium",32,1,24,"All","All",32,8
"Murugan Ashwin",2016,"Mumbai Indians","Maharashtra Cricket Association Stadium",25,0,15,"All","All",Inf,10
"Murugan Ashwin",2016,"Mumbai Indians","Wankhede Stadium",16,1,24,"All","All",16,4
"Murugan Ashwin",2016,"Punjab Kings","Punjab Cricket Association IS Bindra Stadium",36,3,24,"All","All",12,9
"Murugan Ashwin",2016,"Royal Challengers Bangalore","Maharashtra Cricket Association Stadium",29,0,12,"All","All",Inf,14.5
"Murugan Ashwin",2016,"Sunrisers Hyderabad","Rajiv Gandhi International Stadium",6,0,6,"All","All",Inf,6
"Murugan Ashwin",2018,"Chennai Super Kings","Maharashtra Cricket Association Stadium",17,1,18,"All","All",17,5.66666666666667
"Murugan Ashwin",2018,"Kolkata Knight Riders","M Chinnaswamy Stadium",36,2,24,"All","All",18,9
"Murugan Ashwin",2019,"Chennai Super Kings","MA Chidambaram Stadium",23,0,24,"All","All",Inf,5.75
"Murugan Ashwin",2019,"Chennai Super Kings","Punjab Cricket Association IS Bindra Stadium",33,0,18,"All","All",Inf,11
"Murugan Ashwin",2019,"Delhi Capitals","Feroz Shah Kotla",20,0,18,"All","All",Inf,6.66666666666667
"Murugan Ashwin",2019,"Delhi Capitals","Punjab Cricket Association IS Bindra Stadium",19,0,12,"All","All",Inf,9.5
"Murugan Ashwin",2019,"Kolkata Knight Riders","Punjab Cricket Association IS Bindra Stadium",24,0,12,"All","All",Inf,12
"Murugan Ashwin",2019,"Mumbai Indians","Punjab Cricket Association IS Bindra Stadium",25,2,24,"All","All",12.5,6.25
"Murugan Ashwin",2019,"Rajasthan Royals","Punjab Cricket Association IS Bindra Stadium",24,1,24,"All","All",24,6
"Murugan Ashwin",2019,"Royal Challengers Bangalore","M Chinnaswamy Stadium",31,1,24,"All","All",31,7.75
"Murugan Ashwin",2019,"Royal Challengers Bangalore","Punjab Cricket Association IS Bindra Stadium",24,0,24,"All","All",Inf,6
"Murugan Ashwin",2019,"Sunrisers Hyderabad","Rajiv Gandhi International Stadium",32,1,24,"All","All",32,8
"Murugan Ashwin",2020,"Chennai Super Kings","Zayed Cricket Stadium",17,0,24,"All","All",Inf,4.25
