"Batting_Team","Striker","Stadium","Runs","Dismissed","Balls","Bowling_Team","Season","Average","Strike_Rate"
"Chennai Super Kings","Faf du Plessis","Dubai International Cricket Stadium",385,12,292,"All","All",32.0833333333333,131.849315068493
"Chennai Super Kings","Faf du Plessis","Eden Gardens",108,6,81,"All","All",18,133.333333333333
"Chennai Super Kings","Faf du Plessis","Feroz Shah Kotla",15,1,12,"All","All",15,125
"Chennai Super Kings","Faf du Plessis","JSCA International Stadium Complex",78,3,72,"All","All",26,108.333333333333
"Chennai Super Kings","Faf du Plessis","M Chinnaswamy Stadium",92,1,76,"All","All",92,121.052631578947
"Chennai Super Kings","Faf du Plessis","MA Chidambaram Stadium",553,15,463,"All","All",36.8666666666667,119.438444924406
"Chennai Super Kings","Faf du Plessis","Maharashtra Cricket Association Stadium",47,2,48,"All","All",23.5,97.9166666666667
"Chennai Super Kings","Faf du Plessis","Punjab Cricket Association IS Bindra Stadium",96,1,55,"All","All",96,174.545454545455
"Chennai Super Kings","Faf du Plessis","Punjab Cricket Association Stadium",55,1,41,"All","All",55,134.146341463415
"Chennai Super Kings","Faf du Plessis","Rajiv Gandhi International Stadium",115,4,79,"All","All",28.75,145.569620253165
"Chennai Super Kings","Faf du Plessis","Sardar Patel Stadium",1,1,3,"All","All",1,33.3333333333333
"Chennai Super Kings","Faf du Plessis","Sawai Mansingh Stadium",7,1,10,"All","All",7,70
"Chennai Super Kings","Faf du Plessis","Shaheed Veer Narayan Singh International Stadium",29,1,23,"All","All",29,126.086956521739
"Chennai Super Kings","Faf du Plessis","Sharjah Cricket Stadium",203,6,154,"All","All",33.8333333333333,131.818181818182
"Chennai Super Kings","Faf du Plessis","Sheikh Zayed Stadium",24,1,17,"All","All",24,141.176470588235
"Chennai Super Kings","Faf du Plessis","Subrata Roy Sahara Stadium",43,1,33,"All","All",43,130.30303030303
"Chennai Super Kings","Faf du Plessis","Wankhede Stadium",387,9,290,"All","All",43,133.448275862069
"Chennai Super Kings","Faf du Plessis","Zayed Cricket Stadium",201,5,146,"All","All",40.2,137.671232876712
"Chennai Super Kings","George Bailey","Kingsmead",15,1,12,"All","All",15,125
"Chennai Super Kings","George Bailey","M Chinnaswamy Stadium",18,1,27,"All","All",18,66.6666666666667
"Chennai Super Kings","George Bailey","SuperSport Park",30,1,27,"All","All",30,111.111111111111
"Chennai Super Kings","Harbhajan Singh","MA Chidambaram Stadium",1,1,3,"All","All",1,33.3333333333333
"Chennai Super Kings","Harbhajan Singh","Maharashtra Cricket Association Stadium",19,1,22,"All","All",19,86.3636363636364
"Chennai Super Kings","Harbhajan Singh","Wankhede Stadium",10,2,14,"All","All",5,71.4285714285714
"Chennai Super Kings","Imran Tahir","Sharjah Cricket Stadium",13,0,10,"All","All",Inf,130
"Chennai Super Kings","Imran Tahir","Wankhede Stadium",2,0,2,"All","All",Inf,100
"Chennai Super Kings","Jacob Oram","De Beers Diamond Oval",1,0,2,"All","All",Inf,50
"Chennai Super Kings","Jacob Oram","Kingsmead",65,2,65,"All","All",32.5,100
"Chennai Super Kings","Jacob Oram","MA Chidambaram Stadium",5,0,2,"All","All",Inf,250
"Chennai Super Kings","Jacob Oram","New Wanderers Stadium",12,2,14,"All","All",6,85.7142857142857
"Chennai Super Kings","Jacob Oram","Newlands",8,1,6,"All","All",8,133.333333333333
"Chennai Super Kings","Jacob Oram","Punjab Cricket Association Stadium",13,1,10,"All","All",13,130
"Chennai Super Kings","Jacob Oram","SuperSport Park",2,1,6,"All","All",2,33.3333333333333
"Chennai Super Kings","Joginder Sharma","Kingsmead",4,1,3,"All","All",4,133.333333333333
"Chennai Super Kings","Joginder Sharma","MA Chidambaram Stadium",16,1,10,"All","All",16,160
"Chennai Super Kings","Joginder Sharma","Newlands",16,0,15,"All","All",Inf,106.666666666667
"Chennai Super Kings","Joginder Sharma","Sawai Mansingh Stadium",0,1,1,"All","All",0,0
"Chennai Super Kings","Joginder Sharma","Wankhede Stadium",0,1,1,"All","All",0,0
"Chennai Super Kings","Justin Kemp","Feroz Shah Kotla",4,1,8,"All","All",4,50
"Chennai Super Kings","Justin Kemp","MA Chidambaram Stadium",22,1,16,"All","All",22,137.5
"Chennai Super Kings","Kedar Jadhav","Dubai International Cricket Stadium",29,2,31,"All","All",14.5,93.5483870967742
"Chennai Super Kings","Kedar Jadhav","Eden Gardens",20,1,12,"All","All",20,166.666666666667
"Chennai Super Kings","Kedar Jadhav","Feroz Shah Kotla",27,1,34,"All","All",27,79.4117647058823
"Chennai Super Kings","Kedar Jadhav","M Chinnaswamy Stadium",9,1,9,"All","All",9,100
"Chennai Super Kings","Kedar Jadhav","MA Chidambaram Stadium",46,2,51,"All","All",23,90.1960784313726
"Chennai Super Kings","Kedar Jadhav","Punjab Cricket Association IS Bindra Stadium",0,1,1,"All","All",0,0
"Chennai Super Kings","Kedar Jadhav","Rajiv Gandhi International Stadium",1,1,2,"All","All",1,50
"Chennai Super Kings","Kedar Jadhav","Sawai Mansingh Stadium",1,1,6,"All","All",1,16.6666666666667
"Chennai Super Kings","Kedar Jadhav","Sharjah Cricket Stadium",22,1,16,"All","All",22,137.5
"Chennai Super Kings","Kedar Jadhav","Wankhede Stadium",82,1,76,"All","All",82,107.894736842105
"Chennai Super Kings","Kedar Jadhav","Zayed Cricket Stadium",11,0,19,"All","All",Inf,57.8947368421053
"Chennai Super Kings","Lakshmipathy Balaji","Kingsmead",2,1,7,"All","All",2,28.5714285714286
"Chennai Super Kings","Lakshmipathy Balaji","M Chinnaswamy Stadium",0,0,2,"All","All",NA,0
"Chennai Super Kings","Lakshmipathy Balaji","MA Chidambaram Stadium",18,3,22,"All","All",6,81.8181818181818
"Chennai Super Kings","Lakshmipathy Balaji","New Wanderers Stadium",2,1,3,"All","All",2,66.6666666666667
"Chennai Super Kings","MS Dhoni","Andhra Cricket Association-Visakhapatnam District Cricket Association Stadium",9,1,9,"All","All",9,100
"Chennai Super Kings","MS Dhoni","Barabati Stadium",23,1,20,"All","All",23,115
"Chennai Super Kings","MS Dhoni","Brabourne Stadium",65,2,62,"All","All",32.5,104.838709677419
"Chennai Super Kings","MS Dhoni","Buffalo Park",58,0,37,"All","All",Inf,156.756756756757
"Chennai Super Kings","MS Dhoni","Dr DY Patil Sports Academy",133,3,91,"All","All",44.3333333333333,146.153846153846
"Chennai Super Kings","MS Dhoni","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",7,1,9,"All","All",7,77.7777777777778
"Chennai Super Kings","MS Dhoni","Dubai International Cricket Stadium",183,8,164,"All","All",22.875,111.585365853659
"Chennai Super Kings","MS Dhoni","Eden Gardens",265,5,176,"All","All",53,150.568181818182
"Chennai Super Kings","MS Dhoni","Feroz Shah Kotla",149,4,137,"All","All",37.25,108.759124087591
"Chennai Super Kings","MS Dhoni","Himachal Pradesh Cricket Association Stadium",60,1,45,"All","All",60,133.333333333333
"Chennai Super Kings","MS Dhoni","JSCA International Stadium Complex",138,2,109,"All","All",69,126.605504587156
"Chennai Super Kings","MS Dhoni","Kingsmead",47,4,51,"All","All",11.75,92.156862745098
"Chennai Super Kings","MS Dhoni","M Chinnaswamy Stadium",426,3,223,"All","All",142,191.031390134529
"Chennai Super Kings","MS Dhoni","MA Chidambaram Stadium",1363,31,952,"All","All",43.9677419354839,143.172268907563
"Chennai Super Kings","MS Dhoni","Maharashtra Cricket Association Stadium",159,4,100,"All","All",39.75,159
"Chennai Super Kings","MS Dhoni","Nehru Stadium",14,0,13,"All","All",Inf,107.692307692308
"Chennai Super Kings","MS Dhoni","New Wanderers Stadium",34,2,37,"All","All",17,91.8918918918919
"Chennai Super Kings","MS Dhoni","Newlands",36,1,26,"All","All",36,138.461538461538
"Chennai Super Kings","MS Dhoni","Punjab Cricket Association IS Bindra Stadium",89,0,56,"All","All",Inf,158.928571428571
"Chennai Super Kings","MS Dhoni","Punjab Cricket Association Stadium",70,2,39,"All","All",35,179.48717948718
"Chennai Super Kings","MS Dhoni","Rajiv Gandhi International Stadium",88,4,64,"All","All",22,137.5
"Chennai Super Kings","MS Dhoni","Sardar Patel Stadium",52,1,56,"All","All",52,92.8571428571429
"Chennai Super Kings","MS Dhoni","Sawai Mansingh Stadium",145,4,111,"All","All",36.25,130.630630630631
"Chennai Super Kings","MS Dhoni","Shaheed Veer Narayan Singh International Stadium",27,1,24,"All","All",27,112.5
"Chennai Super Kings","MS Dhoni","Sharjah Cricket Stadium",86,2,72,"All","All",43,119.444444444444
"Chennai Super Kings","MS Dhoni","Sheikh Zayed Stadium",58,2,26,"All","All",29,223.076923076923
"Chennai Super Kings","MS Dhoni","St George's Park",39,1,36,"All","All",39,108.333333333333
"Chennai Super Kings","MS Dhoni","Subrata Roy Sahara Stadium",71,1,44,"All","All",71,161.363636363636
"Chennai Super Kings","MS Dhoni","SuperSport Park",118,0,74,"All","All",Inf,159.459459459459
"Chennai Super Kings","MS Dhoni","Vidarbha Cricket Association Stadium",7,1,13,"All","All",7,53.8461538461538
"Chennai Super Kings","MS Dhoni","Wankhede Stadium",345,14,300,"All","All",24.6428571428571,115
"Chennai Super Kings","MS Dhoni","Zayed Cricket Stadium",40,3,46,"All","All",13.3333333333333,86.9565217391304
"Chennai Super Kings","Maheesh Theekshana","Maharashtra Cricket Association Stadium",7,0,4,"All","All",Inf,175
"Chennai Super Kings","Maheesh Theekshana","Wankhede Stadium",0,1,3,"All","All",0,0
"Chennai Super Kings","Makhaya Ntini","MA Chidambaram Stadium",0,0,6,"All","All",NA,0
"Chennai Super Kings","Makhaya Ntini","Sawai Mansingh Stadium",11,1,12,"All","All",11,91.6666666666667
"Chennai Super Kings","Manpreet Gony","Feroz Shah Kotla",13,0,5,"All","All",Inf,260
"Chennai Super Kings","Manpreet Gony","Kingsmead",13,2,7,"All","All",6.5,185.714285714286
"Chennai Super Kings","Manpreet Gony","MA Chidambaram Stadium",23,2,20,"All","All",11.5,115
"Chennai Super Kings","Manpreet Gony","Sawai Mansingh Stadium",1,0,4,"All","All",Inf,25
"Chennai Super Kings","Mark Wood","Wankhede Stadium",1,1,3,"All","All",1,33.3333333333333
"Chennai Super Kings","Matthew Hayden","Brabourne Stadium",20,1,12,"All","All",20,166.666666666667
"Chennai Super Kings","Matthew Hayden","Buffalo Park",43,1,26,"All","All",43,165.384615384615
"Chennai Super Kings","Matthew Hayden","De Beers Diamond Oval",48,1,44,"All","All",48,109.090909090909
"Chennai Super Kings","Matthew Hayden","Dr DY Patil Sports Academy",25,2,40,"All","All",12.5,62.5
"Chennai Super Kings","Matthew Hayden","Eden Gardens",1,1,8,"All","All",1,12.5
"Chennai Super Kings","Matthew Hayden","Feroz Shah Kotla",93,1,43,"All","All",93,216.279069767442
"Chennai Super Kings","Matthew Hayden","Himachal Pradesh Cricket Association Stadium",5,1,8,"All","All",5,62.5
"Chennai Super Kings","Matthew Hayden","Kingsmead",166,3,100,"All","All",55.3333333333333,166
"Chennai Super Kings","Matthew Hayden","M Chinnaswamy Stadium",45,2,47,"All","All",22.5,95.7446808510638
"Chennai Super Kings","Matthew Hayden","MA Chidambaram Stadium",283,8,203,"All","All",35.375,139.408866995074
"Chennai Super Kings","Matthew Hayden","New Wanderers Stadium",56,2,38,"All","All",28,147.368421052632
"Chennai Super Kings","Matthew Hayden","Newlands",44,1,35,"All","All",44,125.714285714286
"Chennai Super Kings","Matthew Hayden","Punjab Cricket Association Stadium",25,1,17,"All","All",25,147.058823529412
"Chennai Super Kings","Matthew Hayden","Sardar Patel Stadium",19,1,14,"All","All",19,135.714285714286
"Chennai Super Kings","Matthew Hayden","St George's Park",125,1,92,"All","All",125,135.869565217391
"Chennai Super Kings","Matthew Hayden","SuperSport Park",90,2,60,"All","All",45,150
"Chennai Super Kings","Matthew Hayden","Vidarbha Cricket Association Stadium",19,1,18,"All","All",19,105.555555555556
"Chennai Super Kings","Michael Hussey","Dr DY Patil Sports Academy",9,1,18,"All","All",9,50
"Chennai Super Kings","Michael Hussey","Eden Gardens",116,5,127,"All","All",23.2,91.3385826771654
"Chennai Super Kings","Michael Hussey","Feroz Shah Kotla",151,0,108,"All","All",Inf,139.814814814815
"Chennai Super Kings","Michael Hussey","Himachal Pradesh Cricket Association Stadium",7,1,10,"All","All",7,70
"Chennai Super Kings","Michael Hussey","JSCA International Stadium Complex",56,1,46,"All","All",56,121.739130434783
"Chennai Super Kings","Michael Hussey","M Chinnaswamy Stadium",106,4,88,"All","All",26.5,120.454545454545
"Chennai Super Kings","Michael Hussey","MA Chidambaram Stadium",848,18,674,"All","All",47.1111111111111,125.816023738872
"Chennai Super Kings","Michael Hussey","Nehru Stadium",8,1,10,"All","All",8,80
"Chennai Super Kings","Michael Hussey","Punjab Cricket Association Stadium",203,1,112,"All","All",203,181.25
"Chennai Super Kings","Michael Hussey","Rajiv Gandhi International Stadium",67,1,42,"All","All",67,159.52380952381
"Chennai Super Kings","Michael Hussey","Sawai Mansingh Stadium",105,3,102,"All","All",35,102.941176470588
"Chennai Super Kings","Michael Hussey","Subrata Roy Sahara Stadium",5,1,8,"All","All",5,62.5
"Chennai Super Kings","Michael Hussey","Vidarbha Cricket Association Stadium",8,1,11,"All","All",8,72.7272727272727
"Chennai Super Kings","Michael Hussey","Wankhede Stadium",79,4,74,"All","All",19.75,106.756756756757
"Chennai Super Kings","Mitchell Santner","Brabourne Stadium",1,0,2,"All","All",Inf,50
"Chennai Super Kings","Mitchell Santner","Dr DY Patil Sports Academy",11,1,9,"All","All",11,122.222222222222
"Chennai Super Kings","Mitchell Santner","MA Chidambaram Stadium",22,1,20,"All","All",22,110
"Chennai Super Kings","Mitchell Santner","Sawai Mansingh Stadium",10,0,3,"All","All",Inf,333.333333333333
"Chennai Super Kings","Mitchell Santner","Wankhede Stadium",10,1,16,"All","All",10,62.5
"Chennai Super Kings","Mithun Manhas","Barabati Stadium",8,0,3,"All","All",Inf,266.666666666667
"Chennai Super Kings","Mithun Manhas","Dubai International Cricket Stadium",10,1,10,"All","All",10,100
"Chennai Super Kings","Mithun Manhas","Sharjah Cricket Stadium",3,0,4,"All","All",Inf,75
"Chennai Super Kings","Mithun Manhas","Sheikh Zayed Stadium",13,0,5,"All","All",Inf,260
