"Bowler","Season","Bowling_Team","Stadium","Runs","Wickets","Balls","Batting_Team","Striker","Average","Economy"
"Pankaj Singh",2008,"Rajasthan Royals","Sawai Mansingh Stadium",37,0,18,"All","All",Inf,12.3333333333333
"Pankaj Singh",2009,"Royal Challengers Bangalore","Kingsmead",34,0,18,"All","All",Inf,11.3333333333333
"Pankaj Singh",2009,"Royal Challengers Bangalore","St George's Park",31,2,24,"All","All",15.5,7.75
"Pankaj Singh",2010,"Royal Challengers Bangalore","M Chinnaswamy Stadium",54,0,24,"All","All",Inf,13.5
"Pankaj Singh",2010,"Royal Challengers Bangalore","Sawai Mansingh Stadium",27,2,24,"All","All",13.5,6.75
"Pankaj Singh",2011,"Rajasthan Royals","Sawai Mansingh Stadium",23,0,12,"All","All",Inf,11.5
"Pankaj Singh",2012,"Rajasthan Royals","Feroz Shah Kotla",25,2,24,"All","All",12.5,6.25
"Pankaj Singh",2012,"Rajasthan Royals","M Chinnaswamy Stadium",18,2,24,"All","All",9,4.5
"Pankaj Singh",2012,"Rajasthan Royals","Sawai Mansingh Stadium",127,3,78,"All","All",42.3333333333333,9.76923076923077
"Pardeep Sahu",2016,"Punjab Kings","Feroz Shah Kotla",27,0,15,"All","All",Inf,10.8
"Pardeep Sahu",2016,"Punjab Kings","Punjab Cricket Association IS Bindra Stadium",119,3,90,"All","All",39.6666666666667,7.93333333333333
"Parvez Rasool",2013,"Pune Warriors","Subrata Roy Sahara Stadium",28,1,30,"All","All",28,5.6
"Parvez Rasool",2014,"Sunrisers Hyderabad","Eden Gardens",22,0,6,"All","All",Inf,22
"Parvez Rasool",2014,"Sunrisers Hyderabad","JSCA International Stadium Complex",35,0,24,"All","All",Inf,8.75
"Parvez Rasool",2014,"Sunrisers Hyderabad","Rajiv Gandhi International Stadium",26,1,24,"All","All",26,6.5
"Parvez Rasool",2015,"Sunrisers Hyderabad","MA Chidambaram Stadium",11,0,6,"All","All",Inf,11
"Parvez Rasool",2015,"Sunrisers Hyderabad","Shaheed Veer Narayan Singh International Stadium",20,1,24,"All","All",20,5
"Parvez Rasool",2016,"Royal Challengers Bangalore","M Chinnaswamy Stadium",96,1,60,"All","All",96,9.6
"Parvez Rasool",2016,"Royal Challengers Bangalore","Rajiv Gandhi International Stadium",33,0,24,"All","All",Inf,8.25
"Parvinder Awana",2012,"Punjab Kings","Feroz Shah Kotla",22,3,24,"All","All",7.33333333333333,5.5
"Parvinder Awana",2012,"Punjab Kings","Himachal Pradesh Cricket Association Stadium",52,2,42,"All","All",26,7.42857142857143
"Parvinder Awana",2012,"Punjab Kings","M Chinnaswamy Stadium",48,0,24,"All","All",Inf,12
"Parvinder Awana",2012,"Punjab Kings","MA Chidambaram Stadium",34,0,24,"All","All",Inf,8.5
"Parvinder Awana",2012,"Punjab Kings","Punjab Cricket Association Stadium",166,8,120,"All","All",20.75,8.3
"Parvinder Awana",2012,"Punjab Kings","Rajiv Gandhi International Stadium",27,2,24,"All","All",13.5,6.75
"Parvinder Awana",2012,"Punjab Kings","Wankhede Stadium",23,2,24,"All","All",11.5,5.75
"Parvinder Awana",2013,"Punjab Kings","Feroz Shah Kotla",21,1,24,"All","All",21,5.25
"Parvinder Awana",2013,"Punjab Kings","Himachal Pradesh Cricket Association Stadium",55,2,48,"All","All",27.5,6.875
"Parvinder Awana",2013,"Punjab Kings","M Chinnaswamy Stadium",39,3,24,"All","All",13,9.75
"Parvinder Awana",2013,"Punjab Kings","MA Chidambaram Stadium",29,2,24,"All","All",14.5,7.25
"Parvinder Awana",2013,"Punjab Kings","Punjab Cricket Association Stadium",199,5,132,"All","All",39.8,9.04545454545454
"Parvinder Awana",2013,"Punjab Kings","Sawai Mansingh Stadium",35,1,24,"All","All",35,8.75
"Parvinder Awana",2013,"Punjab Kings","Subrata Roy Sahara Stadium",16,1,24,"All","All",16,4
"Parvinder Awana",2013,"Punjab Kings","Wankhede Stadium",16,0,24,"All","All",Inf,4
"Parvinder Awana",2014,"Punjab Kings","Barabati Stadium",20,1,12,"All","All",20,10
"Parvinder Awana",2014,"Punjab Kings","Eden Gardens",33,0,24,"All","All",Inf,8.25
"Parvinder Awana",2014,"Punjab Kings","M Chinnaswamy Stadium",43,0,21,"All","All",Inf,12.2857142857143
"Parvinder Awana",2014,"Punjab Kings","Punjab Cricket Association Stadium",15,2,18,"All","All",7.5,5
"Parvinder Awana",2014,"Punjab Kings","Sharjah Cricket Stadium",40,1,24,"All","All",40,10
"Parvinder Awana",2014,"Punjab Kings","Sheikh Zayed Stadium",35,1,18,"All","All",35,11.6666666666667
"Parvinder Awana",2014,"Punjab Kings","Wankhede Stadium",59,2,24,"All","All",29.5,14.75
"Pat Cummins",2014,"Kolkata Knight Riders","Eden Gardens",29,1,24,"All","All",29,7.25
"Pat Cummins",2015,"Kolkata Knight Riders","Eden Gardens",54,1,24,"All","All",54,13.5
"Pat Cummins",2015,"Kolkata Knight Riders","M Chinnaswamy Stadium",18,0,12,"All","All",Inf,9
"Pat Cummins",2015,"Kolkata Knight Riders","MA Chidambaram Stadium",25,0,24,"All","All",Inf,6.25
"Pat Cummins",2017,"Delhi Capitals","Eden Gardens",22,0,18,"All","All",Inf,7.33333333333333
"Pat Cummins",2017,"Delhi Capitals","Feroz Shah Kotla",203,9,144,"All","All",22.5555555555556,8.45833333333333
"Pat Cummins",2017,"Delhi Capitals","Green Park",38,1,24,"All","All",38,9.5
"Pat Cummins",2017,"Delhi Capitals","M Chinnaswamy Stadium",29,1,24,"All","All",29,7.25
"Pat Cummins",2017,"Delhi Capitals","Maharashtra Cricket Association Stadium",24,2,19,"All","All",12,7.57894736842105
"Pat Cummins",2017,"Delhi Capitals","Rajiv Gandhi International Stadium",37,0,24,"All","All",Inf,9.25
"Pat Cummins",2017,"Delhi Capitals","Wankhede Stadium",20,2,24,"All","All",10,5
"Pat Cummins",2020,"Kolkata Knight Riders","Dubai International Cricket Stadium",78,7,66,"All","All",11.1428571428571,7.09090909090909
"Pat Cummins",2020,"Kolkata Knight Riders","Sharjah Cricket Stadium",118,0,72,"All","All",Inf,9.83333333333333
"Pat Cummins",2020,"Kolkata Knight Riders","Zayed Cricket Stadium",213,5,174,"All","All",42.6,7.3448275862069
"Pat Cummins",2021,"Kolkata Knight Riders","MA Chidambaram Stadium",88,4,72,"All","All",22,7.33333333333333
"Pat Cummins",2021,"Kolkata Knight Riders","Narendra Modi Stadium",55,5,42,"All","All",11,7.85714285714286
"Pat Cummins",2021,"Kolkata Knight Riders","Wankhede Stadium",94,0,47,"All","All",Inf,12
"Pat Cummins",2022,"Kolkata Knight Riders","Brabourne Stadium",141,2,71,"All","All",70.5,11.9154929577465
"Pat Cummins",2022,"Kolkata Knight Riders","Dr DY Patil Sports Academy",22,3,24,"All","All",7.33333333333333,5.5
"Pat Cummins",2022,"Kolkata Knight Riders","Maharashtra Cricket Association Stadium",49,2,24,"All","All",24.5,12.25
"Paul Collingwood",2010,"Delhi Capitals","Brabourne Stadium",27,0,24,"All","All",Inf,6.75
"Paul Collingwood",2010,"Delhi Capitals","Eden Gardens",19,0,12,"All","All",Inf,9.5
"Paul Collingwood",2010,"Delhi Capitals","Feroz Shah Kotla",55,5,53,"All","All",11,6.22641509433962
"Paul Valthaty",2011,"Punjab Kings","Eden Gardens",13,0,12,"All","All",Inf,6.5
"Paul Valthaty",2011,"Punjab Kings","Feroz Shah Kotla",13,0,6,"All","All",Inf,13
"Paul Valthaty",2011,"Punjab Kings","Himachal Pradesh Cricket Association Stadium",88,3,72,"All","All",29.3333333333333,7.33333333333333
"Paul Valthaty",2011,"Punjab Kings","Punjab Cricket Association Stadium",36,0,25,"All","All",Inf,8.64
"Paul Valthaty",2011,"Punjab Kings","Rajiv Gandhi International Stadium",29,4,24,"All","All",7.25,7.25
"Paul Valthaty",2011,"Punjab Kings","Wankhede Stadium",10,0,6,"All","All",Inf,10
"Paul Valthaty",2012,"Punjab Kings","Sawai Mansingh Stadium",16,0,6,"All","All",Inf,16
"Pawan Negi",2012,"Delhi Capitals","Feroz Shah Kotla",61,1,36,"All","All",61,10.1666666666667
"Pawan Negi",2012,"Delhi Capitals","MA Chidambaram Stadium",33,1,24,"All","All",33,8.25
"Pawan Negi",2012,"Delhi Capitals","Sawai Mansingh Stadium",18,4,24,"All","All",4.5,4.5
"Pawan Negi",2012,"Delhi Capitals","Subrata Roy Sahara Stadium",40,1,48,"All","All",40,5
"Pawan Negi",2013,"Delhi Capitals","Sawai Mansingh Stadium",28,0,24,"All","All",Inf,7
"Pawan Negi",2014,"Chennai Super Kings","JSCA International Stadium Complex",38,0,24,"All","All",Inf,9.5
"Pawan Negi",2014,"Chennai Super Kings","Sheikh Zayed Stadium",37,0,18,"All","All",Inf,12.3333333333333
"Pawan Negi",2015,"Chennai Super Kings","Eden Gardens",41,1,36,"All","All",41,6.83333333333333
"Pawan Negi",2015,"Chennai Super Kings","JSCA International Stadium Complex",4,0,6,"All","All",Inf,4
"Pawan Negi",2015,"Chennai Super Kings","MA Chidambaram Stadium",88,0,60,"All","All",Inf,8.8
"Pawan Negi",2015,"Chennai Super Kings","Punjab Cricket Association Stadium",25,2,24,"All","All",12.5,6.25
"Pawan Negi",2015,"Chennai Super Kings","Rajiv Gandhi International Stadium",20,1,12,"All","All",20,10
"Pawan Negi",2015,"Chennai Super Kings","Shaheed Veer Narayan Singh International Stadium",28,2,18,"All","All",14,9.33333333333333
"Pawan Negi",2015,"Chennai Super Kings","Wankhede Stadium",46,0,24,"All","All",Inf,11.5
"Pawan Negi",2016,"Delhi Capitals","Feroz Shah Kotla",39,0,18,"All","All",Inf,13
"Pawan Negi",2016,"Delhi Capitals","M Chinnaswamy Stadium",26,0,18,"All","All",Inf,8.66666666666667
"Pawan Negi",2016,"Delhi Capitals","Shaheed Veer Narayan Singh International Stadium",19,1,18,"All","All",19,6.33333333333333
"Pawan Negi",2017,"Royal Challengers Bangalore","Eden Gardens",15,2,18,"All","All",7.5,5
"Pawan Negi",2017,"Royal Challengers Bangalore","Feroz Shah Kotla",10,3,12,"All","All",3.33333333333333,5
"Pawan Negi",2017,"Royal Challengers Bangalore","Holkar Cricket Stadium",7,0,6,"All","All",Inf,7
"Pawan Negi",2017,"Royal Challengers Bangalore","M Chinnaswamy Stadium",109,7,85,"All","All",15.5714285714286,7.69411764705882
"Pawan Negi",2017,"Royal Challengers Bangalore","Maharashtra Cricket Association Stadium",18,1,24,"All","All",18,4.5
"Pawan Negi",2017,"Royal Challengers Bangalore","Saurashtra Cricket Association Stadium",21,1,24,"All","All",21,5.25
"Pawan Negi",2017,"Royal Challengers Bangalore","Wankhede Stadium",17,3,24,"All","All",5.66666666666667,4.25
"Pawan Negi",2018,"Royal Challengers Bangalore","M Chinnaswamy Stadium",49,1,24,"All","All",49,12.25
"Pawan Negi",2019,"Royal Challengers Bangalore","M Chinnaswamy Stadium",55,3,43,"All","All",18.3333333333333,7.67441860465116
"Pawan Negi",2019,"Royal Challengers Bangalore","Wankhede Stadium",47,0,24,"All","All",Inf,11.75
"Pawan Suyal",2013,"Mumbai Indians","Wankhede Stadium",21,1,18,"All","All",21,7
"Pawan Suyal",2014,"Mumbai Indians","Wankhede Stadium",35,1,18,"All","All",35,11.6666666666667
"Pawan Suyal",2015,"Mumbai Indians","Sardar Patel Stadium",45,0,24,"All","All",Inf,11.25
"Pawan Suyal",2015,"Mumbai Indians","Wankhede Stadium",50,0,36,"All","All",Inf,8.33333333333333
"Piyush Chawla",2008,"Punjab Kings","Eden Gardens",36,2,24,"All","All",18,9
"Piyush Chawla",2008,"Punjab Kings","Feroz Shah Kotla",13,0,6,"All","All",Inf,13
"Piyush Chawla",2008,"Punjab Kings","M Chinnaswamy Stadium",25,3,24,"All","All",8.33333333333333,6.25
"Piyush Chawla",2008,"Punjab Kings","MA Chidambaram Stadium",36,1,18,"All","All",36,12
"Piyush Chawla",2008,"Punjab Kings","Punjab Cricket Association Stadium",179,7,132,"All","All",25.5714285714286,8.13636363636364
"Piyush Chawla",2008,"Punjab Kings","Rajiv Gandhi International Stadium",28,3,24,"All","All",9.33333333333333,7
"Piyush Chawla",2008,"Punjab Kings","Sawai Mansingh Stadium",27,0,12,"All","All",Inf,13.5
"Piyush Chawla",2008,"Punjab Kings","Wankhede Stadium",45,1,41,"All","All",45,6.58536585365854
"Piyush Chawla",2009,"Punjab Kings","De Beers Diamond Oval",26,1,18,"All","All",26,8.66666666666667
"Piyush Chawla",2009,"Punjab Kings","Kingsmead",125,5,114,"All","All",25,6.57894736842105
"Piyush Chawla",2009,"Punjab Kings","New Wanderers Stadium",20,0,24,"All","All",Inf,5
"Piyush Chawla",2009,"Punjab Kings","Newlands",34,2,29,"All","All",17,7.03448275862069
"Piyush Chawla",2009,"Punjab Kings","OUTsurance Oval",16,0,18,"All","All",Inf,5.33333333333333
"Piyush Chawla",2009,"Punjab Kings","St George's Park",27,2,24,"All","All",13.5,6.75
"Piyush Chawla",2009,"Punjab Kings","SuperSport Park",60,2,42,"All","All",30,8.57142857142857
"Piyush Chawla",2010,"Punjab Kings","Barabati Stadium",24,0,18,"All","All",Inf,8
"Piyush Chawla",2010,"Punjab Kings","Brabourne Stadium",32,1,18,"All","All",32,10.6666666666667
"Piyush Chawla",2010,"Punjab Kings","Eden Gardens",26,0,12,"All","All",Inf,13
"Piyush Chawla",2010,"Punjab Kings","Feroz Shah Kotla",16,2,24,"All","All",8,4
"Piyush Chawla",2010,"Punjab Kings","Himachal Pradesh Cricket Association Stadium",52,2,48,"All","All",26,6.5
"Piyush Chawla",2010,"Punjab Kings","M Chinnaswamy Stadium",20,1,18,"All","All",20,6.66666666666667
"Piyush Chawla",2010,"Punjab Kings","MA Chidambaram Stadium",27,1,24,"All","All",27,6.75
"Piyush Chawla",2010,"Punjab Kings","Punjab Cricket Association Stadium",143,5,108,"All","All",28.6,7.94444444444444
"Piyush Chawla",2010,"Punjab Kings","Sawai Mansingh Stadium",27,0,24,"All","All",Inf,6.75
"Piyush Chawla",2011,"Punjab Kings","Dr DY Patil Sports Academy",12,0,6,"All","All",Inf,12
"Piyush Chawla",2011,"Punjab Kings","Eden Gardens",29,0,20,"All","All",Inf,8.7
"Piyush Chawla",2011,"Punjab Kings","Feroz Shah Kotla",36,1,24,"All","All",36,9
"Piyush Chawla",2011,"Punjab Kings","Himachal Pradesh Cricket Association Stadium",81,7,72,"All","All",11.5714285714286,6.75
"Piyush Chawla",2011,"Punjab Kings","Holkar Cricket Stadium",30,1,24,"All","All",30,7.5
"Piyush Chawla",2011,"Punjab Kings","M Chinnaswamy Stadium",37,2,24,"All","All",18.5,9.25
"Piyush Chawla",2011,"Punjab Kings","Punjab Cricket Association Stadium",57,2,42,"All","All",28.5,8.14285714285714
"Piyush Chawla",2011,"Punjab Kings","Rajiv Gandhi International Stadium",17,1,12,"All","All",17,8.5
"Piyush Chawla",2011,"Punjab Kings","Wankhede Stadium",37,2,24,"All","All",18.5,9.25
"Piyush Chawla",2012,"Punjab Kings","Eden Gardens",18,3,24,"All","All",6,4.5
"Piyush Chawla",2012,"Punjab Kings","Feroz Shah Kotla",33,1,24,"All","All",33,8.25
"Piyush Chawla",2012,"Punjab Kings","Himachal Pradesh Cricket Association Stadium",40,0,30,"All","All",Inf,8
"Piyush Chawla",2012,"Punjab Kings","M Chinnaswamy Stadium",35,1,18,"All","All",35,11.6666666666667
"Piyush Chawla",2012,"Punjab Kings","MA Chidambaram Stadium",20,2,24,"All","All",10,5
"Piyush Chawla",2012,"Punjab Kings","Punjab Cricket Association Stadium",174,7,138,"All","All",24.8571428571429,7.56521739130435
"Piyush Chawla",2012,"Punjab Kings","Rajiv Gandhi International Stadium",33,1,24,"All","All",33,8.25
"Piyush Chawla",2012,"Punjab Kings","Sawai Mansingh Stadium",33,1,24,"All","All",33,8.25
"Piyush Chawla",2012,"Punjab Kings","Subrata Roy Sahara Stadium",14,0,12,"All","All",Inf,7
"Piyush Chawla",2012,"Punjab Kings","Wankhede Stadium",19,0,24,"All","All",Inf,4.75
"Piyush Chawla",2013,"Punjab Kings","Eden Gardens",33,0,24,"All","All",Inf,8.25
"Piyush Chawla",2013,"Punjab Kings","Feroz Shah Kotla",17,0,12,"All","All",Inf,8.5
"Piyush Chawla",2013,"Punjab Kings","Himachal Pradesh Cricket Association Stadium",64,4,48,"All","All",16,8
"Piyush Chawla",2013,"Punjab Kings","M Chinnaswamy Stadium",27,0,24,"All","All",Inf,6.75
"Piyush Chawla",2013,"Punjab Kings","MA Chidambaram Stadium",32,1,24,"All","All",32,8
"Piyush Chawla",2013,"Punjab Kings","Punjab Cricket Association Stadium",155,2,138,"All","All",77.5,6.73913043478261
"Piyush Chawla",2013,"Punjab Kings","Rajiv Gandhi International Stadium",25,1,24,"All","All",25,6.25
"Piyush Chawla",2013,"Punjab Kings","Sawai Mansingh Stadium",22,1,20,"All","All",22,6.6
"Piyush Chawla",2013,"Punjab Kings","Subrata Roy Sahara Stadium",19,1,24,"All","All",19,4.75
"Piyush Chawla",2013,"Punjab Kings","Wankhede Stadium",24,1,12,"All","All",24,12
"Piyush Chawla",2014,"Kolkata Knight Riders","Barabati Stadium",51,4,48,"All","All",12.75,6.375
"Piyush Chawla",2014,"Kolkata Knight Riders","Dubai International Cricket Stadium",27,1,15,"All","All",27,10.8
"Piyush Chawla",2014,"Kolkata Knight Riders","Eden Gardens",65,2,48,"All","All",32.5,8.125
"Piyush Chawla",2014,"Kolkata Knight Riders","JSCA International Stadium Complex",31,0,18,"All","All",Inf,10.3333333333333
"Piyush Chawla",2014,"Kolkata Knight Riders","M Chinnaswamy Stadium",44,2,24,"All","All",22,11
"Piyush Chawla",2014,"Kolkata Knight Riders","Rajiv Gandhi International Stadium",24,1,24,"All","All",24,6
"Piyush Chawla",2014,"Kolkata Knight Riders","Sheikh Zayed Stadium",61,4,60,"All","All",15.25,6.1
"Piyush Chawla",2015,"Kolkata Knight Riders","Brabourne Stadium",12,0,6,"All","All",Inf,12
"Piyush Chawla",2015,"Kolkata Knight Riders","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",15,0,6,"All","All",Inf,15
"Piyush Chawla",2015,"Kolkata Knight Riders","Eden Gardens",130,6,108,"All","All",21.6666666666667,7.22222222222222
"Piyush Chawla",2015,"Kolkata Knight Riders","Feroz Shah Kotla",27,2,24,"All","All",13.5,6.75
"Piyush Chawla",2015,"Kolkata Knight Riders","M Chinnaswamy Stadium",21,1,12,"All","All",21,10.5
"Piyush Chawla",2015,"Kolkata Knight Riders","MA Chidambaram Stadium",26,2,24,"All","All",13,6.5
"Piyush Chawla",2015,"Kolkata Knight Riders","Maharashtra Cricket Association Stadium",29,0,24,"All","All",Inf,7.25
"Piyush Chawla",2015,"Kolkata Knight Riders","Wankhede Stadium",9,0,6,"All","All",Inf,9
"Piyush Chawla",2016,"Kolkata Knight Riders","Eden Gardens",160,8,134,"All","All",20,7.16417910447761
"Piyush Chawla",2016,"Kolkata Knight Riders","Feroz Shah Kotla",24,0,12,"All","All",Inf,12
"Piyush Chawla",2016,"Kolkata Knight Riders","M Chinnaswamy Stadium",32,2,24,"All","All",16,8
"Piyush Chawla",2016,"Kolkata Knight Riders","Maharashtra Cricket Association Stadium",26,0,18,"All","All",Inf,8.66666666666667
"Piyush Chawla",2016,"Kolkata Knight Riders","Punjab Cricket Association IS Bindra Stadium",18,1,18,"All","All",18,6
"Piyush Chawla",2016,"Kolkata Knight Riders","Rajiv Gandhi International Stadium",13,0,6,"All","All",Inf,13
"Piyush Chawla",2017,"Kolkata Knight Riders","Eden Gardens",36,1,18,"All","All",36,12
"Piyush Chawla",2017,"Kolkata Knight Riders","M Chinnaswamy Stadium",74,3,54,"All","All",24.6666666666667,8.22222222222222
"Piyush Chawla",2017,"Kolkata Knight Riders","Maharashtra Cricket Association Stadium",36,1,24,"All","All",36,9
"Piyush Chawla",2017,"Kolkata Knight Riders","Saurashtra Cricket Association Stadium",33,1,24,"All","All",33,8.25
"Piyush Chawla",2018,"Kolkata Knight Riders","Eden Gardens",220,11,162,"All","All",20,8.14814814814815
"Piyush Chawla",2018,"Kolkata Knight Riders","Feroz Shah Kotla",33,1,24,"All","All",33,8.25
"Piyush Chawla",2018,"Kolkata Knight Riders","Holkar Cricket Stadium",16,0,12,"All","All",Inf,8
"Piyush Chawla",2018,"Kolkata Knight Riders","M Chinnaswamy Stadium",22,0,18,"All","All",Inf,7.33333333333333
"Piyush Chawla",2018,"Kolkata Knight Riders","MA Chidambaram Stadium",49,1,24,"All","All",49,12.25
"Piyush Chawla",2018,"Kolkata Knight Riders","Rajiv Gandhi International Stadium",19,0,12,"All","All",Inf,9.5
"Piyush Chawla",2018,"Kolkata Knight Riders","Sawai Mansingh Stadium",18,1,24,"All","All",18,4.5
"Piyush Chawla",2018,"Kolkata Knight Riders","Wankhede Stadium",35,0,18,"All","All",Inf,11.6666666666667
"Piyush Chawla",2019,"Kolkata Knight Riders","Eden Gardens",203,8,129,"All","All",25.375,9.44186046511628
"Piyush Chawla",2019,"Kolkata Knight Riders","Feroz Shah Kotla",36,1,24,"All","All",36,9
"Piyush Chawla",2019,"Kolkata Knight Riders","M Chinnaswamy Stadium",32,0,24,"All","All",Inf,8
"Piyush Chawla",2019,"Kolkata Knight Riders","MA Chidambaram Stadium",28,1,24,"All","All",28,7
"Piyush Chawla",2019,"Kolkata Knight Riders","Punjab Cricket Association IS Bindra Stadium",43,0,24,"All","All",Inf,10.75
"Piyush Chawla",2019,"Kolkata Knight Riders","Rajiv Gandhi International Stadium",38,0,18,"All","All",Inf,12.6666666666667
"Piyush Chawla",2019,"Kolkata Knight Riders","Sawai Mansingh Stadium",19,0,24,"All","All",Inf,4.75
"Piyush Chawla",2020,"Chennai Super Kings","Dubai International Cricket Stadium",83,4,60,"All","All",20.75,8.3
"Piyush Chawla",2020,"Chennai Super Kings","Sharjah Cricket Stadium",55,1,24,"All","All",55,13.75
"Piyush Chawla",2020,"Chennai Super Kings","Zayed Cricket Stadium",53,1,42,"All","All",53,7.57142857142857
"Piyush Chawla",2021,"Mumbai Indians","Zayed Cricket Stadium",38,1,24,"All","All",38,9.5
"Pradeep Sangwan",2008,"Delhi Capitals","Dr DY Patil Sports Academy",21,1,24,"All","All",21,5.25
"Pradeep Sangwan",2008,"Delhi Capitals","Eden Gardens",29,1,24,"All","All",29,7.25
"Pradeep Sangwan",2008,"Delhi Capitals","Feroz Shah Kotla",41,3,30,"All","All",13.6666666666667,8.2
"Pradeep Sangwan",2008,"Delhi Capitals","M Chinnaswamy Stadium",51,0,18,"All","All",Inf,17
"Pradeep Sangwan",2008,"Delhi Capitals","MA Chidambaram Stadium",40,0,24,"All","All",Inf,10
"Pradeep Sangwan",2008,"Delhi Capitals","Sawai Mansingh Stadium",33,0,24,"All","All",Inf,8.25
"Pradeep Sangwan",2009,"Delhi Capitals","Buffalo Park",18,0,24,"All","All",Inf,4.5
