"Bowling_Team","Bowler","Stadium","Runs","Wickets","Balls","Season","Batting_Team","Average","Economy"
"Punjab Kings","Abhishek Nayar","Feroz Shah Kotla",22,1,12,"All","All",22,11
"Punjab Kings","Abhishek Nayar","M Chinnaswamy Stadium",25,0,12,"All","All",Inf,12.5
"Punjab Kings","Abhishek Nayar","Punjab Cricket Association Stadium",27,0,18,"All","All",Inf,9
"Punjab Kings","Abhishek Nayar","Rajiv Gandhi International Stadium",10,0,6,"All","All",Inf,10
"Punjab Kings","Adam Gilchrist","Himachal Pradesh Cricket Association Stadium",0,1,1,"All","All",0,0
"Punjab Kings","Adil Rashid","Dubai International Cricket Stadium",35,0,18,"All","All",Inf,11.6666666666667
"Punjab Kings","Aiden Markram","Sharjah Cricket Stadium",5,0,6,"All","All",Inf,5
"Punjab Kings","Aiden Markram","Zayed Cricket Stadium",18,0,18,"All","All",Inf,6
"Punjab Kings","Andrew Tye","Eden Gardens",67,3,48,"All","All",22.3333333333333,8.375
"Punjab Kings","Andrew Tye","Feroz Shah Kotla",25,2,24,"All","All",12.5,6.25
"Punjab Kings","Andrew Tye","Holkar Cricket Stadium",133,7,96,"All","All",19,8.3125
"Punjab Kings","Andrew Tye","M Chinnaswamy Stadium",27,1,24,"All","All",27,6.75
"Punjab Kings","Andrew Tye","MA Chidambaram Stadium",38,0,24,"All","All",Inf,9.5
"Punjab Kings","Andrew Tye","Maharashtra Cricket Association Stadium",47,0,24,"All","All",Inf,11.75
"Punjab Kings","Andrew Tye","Punjab Cricket Association IS Bindra Stadium",266,6,156,"All","All",44.3333333333333,10.2307692307692
"Punjab Kings","Andrew Tye","Rajiv Gandhi International Stadium",28,0,24,"All","All",Inf,7
"Punjab Kings","Andrew Tye","Sawai Mansingh Stadium",34,4,24,"All","All",8.5,8.5
"Punjab Kings","Andrew Tye","Wankhede Stadium",16,4,24,"All","All",4,4
"Punjab Kings","Ankit Rajpoot","Eden Gardens",32,0,18,"All","All",Inf,10.6666666666667
"Punjab Kings","Ankit Rajpoot","Feroz Shah Kotla",23,2,24,"All","All",11.5,5.75
"Punjab Kings","Ankit Rajpoot","Holkar Cricket Stadium",89,1,43,"All","All",89,12.4186046511628
"Punjab Kings","Ankit Rajpoot","M Chinnaswamy Stadium",46,0,24,"All","All",Inf,11.5
"Punjab Kings","Ankit Rajpoot","Maharashtra Cricket Association Stadium",19,2,24,"All","All",9.5,4.75
"Punjab Kings","Ankit Rajpoot","Punjab Cricket Association IS Bindra Stadium",21,0,24,"All","All",Inf,5.25
"Punjab Kings","Ankit Rajpoot","Rajiv Gandhi International Stadium",14,5,24,"All","All",2.8,3.5
"Punjab Kings","Ankit Rajpoot","Sawai Mansingh Stadium",33,2,24,"All","All",16.5,8.25
"Punjab Kings","Ankit Rajpoot","Wankhede Stadium",98,2,48,"All","All",49,12.25
"Punjab Kings","Anureet Singh","Eden Gardens",56,2,23,"All","All",28,14.6086956521739
"Punjab Kings","Anureet Singh","Feroz Shah Kotla",24,0,18,"All","All",Inf,8
"Punjab Kings","Anureet Singh","M Chinnaswamy Stadium",25,0,24,"All","All",Inf,6.25
"Punjab Kings","Anureet Singh","MA Chidambaram Stadium",40,1,24,"All","All",40,10
"Punjab Kings","Anureet Singh","Maharashtra Cricket Association Stadium",93,5,72,"All","All",18.6,7.75
"Punjab Kings","Anureet Singh","Punjab Cricket Association IS Bindra Stadium",69,0,48,"All","All",Inf,8.625
"Punjab Kings","Anureet Singh","Punjab Cricket Association Stadium",108,4,77,"All","All",27,8.41558441558442
"Punjab Kings","Anureet Singh","Rajiv Gandhi International Stadium",37,0,24,"All","All",Inf,9.25
"Punjab Kings","Anureet Singh","Sardar Patel Stadium",41,1,24,"All","All",41,10.25
"Punjab Kings","Anureet Singh","Wankhede Stadium",41,2,24,"All","All",20.5,10.25
"Punjab Kings","Arshdeep Singh","Brabourne Stadium",88,2,66,"All","All",44,8
"Punjab Kings","Arshdeep Singh","Dr DY Patil Sports Academy",136,5,96,"All","All",27.2,8.5
"Punjab Kings","Arshdeep Singh","Dubai International Cricket Stadium",220,17,155,"All","All",12.9411764705882,8.51612903225806
"Punjab Kings","Arshdeep Singh","MA Chidambaram Stadium",59,1,40,"All","All",59,8.85
"Punjab Kings","Arshdeep Singh","Maharashtra Cricket Association Stadium",52,0,48,"All","All",Inf,6.5
"Punjab Kings","Arshdeep Singh","Narendra Modi Stadium",27,1,16,"All","All",27,10.125
"Punjab Kings","Arshdeep Singh","Punjab Cricket Association IS Bindra Stadium",67,2,36,"All","All",33.5,11.1666666666667
"Punjab Kings","Arshdeep Singh","Rajiv Gandhi International Stadium",42,1,24,"All","All",42,10.5
"Punjab Kings","Arshdeep Singh","Sharjah Cricket Stadium",102,2,66,"All","All",51,9.27272727272727
"Punjab Kings","Arshdeep Singh","Wankhede Stadium",173,8,144,"All","All",21.625,7.20833333333333
"Punjab Kings","Arshdeep Singh","Zayed Cricket Stadium",88,1,66,"All","All",88,8
"Punjab Kings","Axar Patel","Barabati Stadium",48,0,48,"All","All",Inf,6
"Punjab Kings","Axar Patel","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",73,2,48,"All","All",36.5,9.125
"Punjab Kings","Axar Patel","Dubai International Cricket Stadium",11,0,12,"All","All",Inf,5.5
"Punjab Kings","Axar Patel","Eden Gardens",104,4,96,"All","All",26,6.5
"Punjab Kings","Axar Patel","Feroz Shah Kotla",99,3,83,"All","All",33,7.1566265060241
"Punjab Kings","Axar Patel","Holkar Cricket Stadium",141,3,114,"All","All",47,7.42105263157895
"Punjab Kings","Axar Patel","M Chinnaswamy Stadium",175,7,132,"All","All",25,7.95454545454545
"Punjab Kings","Axar Patel","MA Chidambaram Stadium",35,1,24,"All","All",35,8.75
"Punjab Kings","Axar Patel","Maharashtra Cricket Association Stadium",125,3,95,"All","All",41.6666666666667,7.89473684210526
"Punjab Kings","Axar Patel","Punjab Cricket Association IS Bindra Stadium",336,8,246,"All","All",42,8.19512195121951
"Punjab Kings","Axar Patel","Punjab Cricket Association Stadium",167,10,144,"All","All",16.7,6.95833333333333
"Punjab Kings","Axar Patel","Rajiv Gandhi International Stadium",103,2,71,"All","All",51.5,8.70422535211268
"Punjab Kings","Axar Patel","Sardar Patel Stadium",30,2,24,"All","All",15,7.5
"Punjab Kings","Axar Patel","Saurashtra Cricket Association Stadium",57,6,48,"All","All",9.5,7.125
"Punjab Kings","Axar Patel","Sawai Mansingh Stadium",24,0,18,"All","All",Inf,8
"Punjab Kings","Axar Patel","Sharjah Cricket Stadium",42,3,48,"All","All",14,5.25
"Punjab Kings","Axar Patel","Sheikh Zayed Stadium",50,3,48,"All","All",16.6666666666667,6.25
"Punjab Kings","Axar Patel","Wankhede Stadium",145,4,108,"All","All",36.25,8.05555555555556
"Punjab Kings","Azhar Mahmood","Eden Gardens",35,3,24,"All","All",11.6666666666667,8.75
"Punjab Kings","Azhar Mahmood","Feroz Shah Kotla",34,0,24,"All","All",Inf,8.5
"Punjab Kings","Azhar Mahmood","Himachal Pradesh Cricket Association Stadium",115,6,92,"All","All",19.1666666666667,7.5
"Punjab Kings","Azhar Mahmood","M Chinnaswamy Stadium",44,5,48,"All","All",8.8,5.5
"Punjab Kings","Azhar Mahmood","MA Chidambaram Stadium",25,3,24,"All","All",8.33333333333333,6.25
"Punjab Kings","Azhar Mahmood","Punjab Cricket Association Stadium",226,9,164,"All","All",25.1111111111111,8.26829268292683
"Punjab Kings","Azhar Mahmood","Rajiv Gandhi International Stadium",67,1,47,"All","All",67,8.5531914893617
"Punjab Kings","Azhar Mahmood","Sawai Mansingh Stadium",23,0,24,"All","All",Inf,5.75
"Punjab Kings","Azhar Mahmood","Subrata Roy Sahara Stadium",19,2,24,"All","All",9.5,4.75
"Punjab Kings","Azhar Mahmood","Wankhede Stadium",71,0,48,"All","All",Inf,8.875
"Punjab Kings","Barinder Sran","Eden Gardens",50,2,24,"All","All",25,12.5
"Punjab Kings","Barinder Sran","Feroz Shah Kotla",45,1,24,"All","All",45,11.25
"Punjab Kings","Barinder Sran","Holkar Cricket Stadium",48,1,18,"All","All",48,16
"Punjab Kings","Barinder Sran","Punjab Cricket Association IS Bindra Stadium",59,0,48,"All","All",Inf,7.375
"Punjab Kings","Barinder Sran","Rajiv Gandhi International Stadium",27,0,18,"All","All",Inf,9
"Punjab Kings","Beuran Hendricks","Eden Gardens",35,1,24,"All","All",35,8.75
"Punjab Kings","Beuran Hendricks","Feroz Shah Kotla",36,3,24,"All","All",12,9
"Punjab Kings","Beuran Hendricks","Punjab Cricket Association Stadium",124,3,78,"All","All",41.3333333333333,9.53846153846154
"Punjab Kings","Beuran Hendricks","Rajiv Gandhi International Stadium",40,2,24,"All","All",20,10
"Punjab Kings","Bhargav Bhatt","Eden Gardens",67,4,66,"All","All",16.75,6.09090909090909
"Punjab Kings","Bhargav Bhatt","Feroz Shah Kotla",11,1,12,"All","All",11,5.5
"Punjab Kings","Bhargav Bhatt","Himachal Pradesh Cricket Association Stadium",33,0,18,"All","All",Inf,11
"Punjab Kings","Bhargav Bhatt","Holkar Cricket Stadium",36,0,24,"All","All",Inf,9
"Punjab Kings","Bhargav Bhatt","MA Chidambaram Stadium",13,0,12,"All","All",Inf,6.5
"Punjab Kings","Bhargav Bhatt","Punjab Cricket Association Stadium",178,7,122,"All","All",25.4285714285714,8.75409836065574
"Punjab Kings","Bhargav Bhatt","Wankhede Stadium",59,0,42,"All","All",Inf,8.42857142857143
"Punjab Kings","Bipul Sharma","Barabati Stadium",19,1,12,"All","All",19,9.5
"Punjab Kings","Bipul Sharma","Eden Gardens",9,0,12,"All","All",Inf,4.5
"Punjab Kings","Bipul Sharma","Holkar Cricket Stadium",32,2,24,"All","All",16,8
"Punjab Kings","Bipul Sharma","M Chinnaswamy Stadium",37,1,18,"All","All",37,12.3333333333333
"Punjab Kings","Bipul Sharma","MA Chidambaram Stadium",11,0,6,"All","All",Inf,11
"Punjab Kings","Bipul Sharma","Punjab Cricket Association Stadium",62,3,60,"All","All",20.6666666666667,6.2
"Punjab Kings","Bipul Sharma","Sawai Mansingh Stadium",40,0,30,"All","All",Inf,8
"Punjab Kings","Bipul Sharma","Subrata Roy Sahara Stadium",40,0,16,"All","All",Inf,15
"Punjab Kings","Bipul Sharma","Wankhede Stadium",22,1,24,"All","All",22,5.5
"Punjab Kings","Brett Lee","Brabourne Stadium",24,0,15,"All","All",Inf,9.6
"Punjab Kings","Brett Lee","De Beers Diamond Oval",24,1,24,"All","All",24,6
"Punjab Kings","Brett Lee","Kingsmead",16,0,24,"All","All",Inf,4
"Punjab Kings","Brett Lee","New Wanderers Stadium",31,0,24,"All","All",Inf,7.75
"Punjab Kings","Brett Lee","OUTsurance Oval",15,3,24,"All","All",5,3.75
"Punjab Kings","Brett Lee","Punjab Cricket Association Stadium",202,3,144,"All","All",67.3333333333333,8.41666666666667
"Punjab Kings","Brett Lee","Sawai Mansingh Stadium",35,1,24,"All","All",35,8.75
"Punjab Kings","Brett Lee","SuperSport Park",25,1,24,"All","All",25,6.25
"Punjab Kings","Chris Gayle","Zayed Cricket Stadium",5,0,5,"All","All",Inf,6
"Punjab Kings","Chris Jordan","Dubai International Cricket Stadium",167,6,102,"All","All",27.8333333333333,9.82352941176471
"Punjab Kings","Chris Jordan","Narendra Modi Stadium",76,2,54,"All","All",38,8.44444444444444
"Punjab Kings","Chris Jordan","Sharjah Cricket Stadium",45,3,42,"All","All",15,6.42857142857143
"Punjab Kings","Chris Jordan","Zayed Cricket Stadium",112,2,63,"All","All",56,10.6666666666667
"Punjab Kings","David Hussey","Eden Gardens",19,0,12,"All","All",Inf,9.5
"Punjab Kings","David Hussey","Feroz Shah Kotla",33,1,30,"All","All",33,6.6
"Punjab Kings","David Hussey","Himachal Pradesh Cricket Association Stadium",23,0,18,"All","All",Inf,7.66666666666667
"Punjab Kings","David Hussey","M Chinnaswamy Stadium",9,0,12,"All","All",Inf,4.5
"Punjab Kings","David Hussey","MA Chidambaram Stadium",34,1,30,"All","All",34,6.8
"Punjab Kings","David Hussey","Punjab Cricket Association Stadium",28,0,12,"All","All",Inf,14
"Punjab Kings","David Hussey","Rajiv Gandhi International Stadium",2,2,6,"All","All",1,2
"Punjab Kings","David Hussey","Wankhede Stadium",44,0,18,"All","All",Inf,14.6666666666667
"Punjab Kings","Deepak Hooda","Dubai International Cricket Stadium",46,0,18,"All","All",Inf,15.3333333333333
"Punjab Kings","Deepak Hooda","MA Chidambaram Stadium",37,1,42,"All","All",37,5.28571428571429
"Punjab Kings","Deepak Hooda","Narendra Modi Stadium",44,1,30,"All","All",44,8.8
"Punjab Kings","Deepak Hooda","Wankhede Stadium",18,0,12,"All","All",Inf,9
"Punjab Kings","Dimitri Mascarenhas","Eden Gardens",34,1,24,"All","All",34,8.5
"Punjab Kings","Dimitri Mascarenhas","Punjab Cricket Association Stadium",48,5,48,"All","All",9.6,6
"Punjab Kings","Dimitri Mascarenhas","Rajiv Gandhi International Stadium",25,0,24,"All","All",Inf,6.25
"Punjab Kings","Dimitri Mascarenhas","Subrata Roy Sahara Stadium",23,1,24,"All","All",23,5.75
"Punjab Kings","Fabian Allen","Dubai International Cricket Stadium",38,0,24,"All","All",Inf,9.5
"Punjab Kings","Fabian Allen","MA Chidambaram Stadium",52,1,42,"All","All",52,7.42857142857143
"Punjab Kings","Gagandeep Singh","M Chinnaswamy Stadium",28,0,18,"All","All",Inf,9.33333333333333
"Punjab Kings","Gagandeep Singh","Punjab Cricket Association Stadium",76,2,42,"All","All",38,10.8571428571429
"Punjab Kings","Gagandeep Singh","Rajiv Gandhi International Stadium",37,1,24,"All","All",37,9.25
"Punjab Kings","Glenn Maxwell","Barabati Stadium",32,1,18,"All","All",32,10.6666666666667
"Punjab Kings","Glenn Maxwell","Dubai International Cricket Stadium",130,2,90,"All","All",65,8.66666666666667
"Punjab Kings","Glenn Maxwell","Eden Gardens",34,1,18,"All","All",34,11.3333333333333
"Punjab Kings","Glenn Maxwell","Feroz Shah Kotla",18,0,12,"All","All",Inf,9
"Punjab Kings","Glenn Maxwell","M Chinnaswamy Stadium",62,2,36,"All","All",31,10.3333333333333
"Punjab Kings","Glenn Maxwell","Maharashtra Cricket Association Stadium",25,0,18,"All","All",Inf,8.33333333333333
"Punjab Kings","Glenn Maxwell","Punjab Cricket Association IS Bindra Stadium",104,4,90,"All","All",26,6.93333333333333
"Punjab Kings","Glenn Maxwell","Punjab Cricket Association Stadium",16,0,12,"All","All",Inf,8
"Punjab Kings","Glenn Maxwell","Rajiv Gandhi International Stadium",44,1,30,"All","All",44,8.8
"Punjab Kings","Glenn Maxwell","Sardar Patel Stadium",15,0,6,"All","All",Inf,15
"Punjab Kings","Glenn Maxwell","Sharjah Cricket Stadium",88,1,60,"All","All",88,8.8
"Punjab Kings","Glenn Maxwell","Sheikh Zayed Stadium",23,0,12,"All","All",Inf,11.5
"Punjab Kings","Glenn Maxwell","Wankhede Stadium",12,1,18,"All","All",12,4
"Punjab Kings","Gurkeerat Singh Mann","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",15,2,12,"All","All",7.5,7.5
"Punjab Kings","Gurkeerat Singh Mann","Eden Gardens",25,2,24,"All","All",12.5,6.25
"Punjab Kings","Gurkeerat Singh Mann","Punjab Cricket Association Stadium",22,0,18,"All","All",Inf,7.33333333333333
"Punjab Kings","Gurkeerat Singh Mann","Rajiv Gandhi International Stadium",27,1,18,"All","All",27,9
"Punjab Kings","Gurkeerat Singh Mann","Saurashtra Cricket Association Stadium",8,0,6,"All","All",Inf,8
"Punjab Kings","Hardus Viljoen","Eden Gardens",36,1,24,"All","All",36,9
"Punjab Kings","Hardus Viljoen","Feroz Shah Kotla",39,2,24,"All","All",19.5,9.75
"Punjab Kings","Hardus Viljoen","M Chinnaswamy Stadium",51,1,24,"All","All",51,12.75
"Punjab Kings","Hardus Viljoen","Punjab Cricket Association IS Bindra Stadium",62,3,42,"All","All",20.6666666666667,8.85714285714286
"Punjab Kings","Hardus Viljoen","Wankhede Stadium",34,0,24,"All","All",Inf,8.5
"Punjab Kings","Harmeet Singh","Eden Gardens",51,2,44,"All","All",25.5,6.95454545454546
"Punjab Kings","Harmeet Singh","Feroz Shah Kotla",46,3,42,"All","All",15.3333333333333,6.57142857142857
"Punjab Kings","Harmeet Singh","Punjab Cricket Association Stadium",134,3,78,"All","All",44.6666666666667,10.3076923076923
"Punjab Kings","Harmeet Singh","Sawai Mansingh Stadium",23,1,18,"All","All",23,7.66666666666667
"Punjab Kings","Harmeet Singh","Subrata Roy Sahara Stadium",24,3,20,"All","All",8,7.2
"Punjab Kings","Harpreet Brar","Brabourne Stadium",33,1,24,"All","All",33,8.25
"Punjab Kings","Harpreet Brar","Dr DY Patil Sports Academy",67,0,36,"All","All",Inf,11.1666666666667
"Punjab Kings","Harpreet Brar","Dubai International Cricket Stadium",80,1,66,"All","All",80,7.27272727272727
"Punjab Kings","Harpreet Brar","Feroz Shah Kotla",24,0,12,"All","All",Inf,12
"Punjab Kings","Harpreet Brar","Narendra Modi Stadium",38,4,42,"All","All",9.5,5.42857142857143
"Punjab Kings","Harpreet Brar","Punjab Cricket Association IS Bindra Stadium",24,0,18,"All","All",Inf,8
"Punjab Kings","Harpreet Brar","Sharjah Cricket Stadium",51,0,48,"All","All",Inf,6.375
"Punjab Kings","Harpreet Brar","Wankhede Stadium",46,3,36,"All","All",15.3333333333333,7.66666666666667
"Punjab Kings","Harpreet Brar","Zayed Cricket Stadium",11,0,6,"All","All",Inf,11
"Punjab Kings","Irfan Pathan","Barabati Stadium",16,1,18,"All","All",16,5.33333333333333
"Punjab Kings","Irfan Pathan","Brabourne Stadium",20,1,18,"All","All",20,6.66666666666667
"Punjab Kings","Irfan Pathan","De Beers Diamond Oval",42,0,24,"All","All",Inf,10.5
"Punjab Kings","Irfan Pathan","Eden Gardens",72,1,46,"All","All",72,9.39130434782609
"Punjab Kings","Irfan Pathan","Feroz Shah Kotla",37,3,34,"All","All",12.3333333333333,6.52941176470588
"Punjab Kings","Irfan Pathan","Himachal Pradesh Cricket Association Stadium",79,1,40,"All","All",79,11.85
"Punjab Kings","Irfan Pathan","Kingsmead",173,10,138,"All","All",17.3,7.52173913043478
"Punjab Kings","Irfan Pathan","M Chinnaswamy Stadium",46,1,38,"All","All",46,7.26315789473684
"Punjab Kings","Irfan Pathan","MA Chidambaram Stadium",55,1,42,"All","All",55,7.85714285714286
"Punjab Kings","Irfan Pathan","New Wanderers Stadium",29,2,18,"All","All",14.5,9.66666666666667
"Punjab Kings","Irfan Pathan","Newlands",35,2,30,"All","All",17.5,7
"Punjab Kings","Irfan Pathan","OUTsurance Oval",22,2,24,"All","All",11,5.5
"Punjab Kings","Irfan Pathan","Punjab Cricket Association Stadium",322,17,258,"All","All",18.9411764705882,7.48837209302326
"Punjab Kings","Irfan Pathan","Rajiv Gandhi International Stadium",30,2,24,"All","All",15,7.5
"Punjab Kings","Irfan Pathan","Sawai Mansingh Stadium",38,1,30,"All","All",38,7.6
"Punjab Kings","Irfan Pathan","St George's Park",37,0,24,"All","All",Inf,9.25
"Punjab Kings","Irfan Pathan","SuperSport Park",52,1,44,"All","All",52,7.09090909090909
"Punjab Kings","Irfan Pathan","Wankhede Stadium",61,1,48,"All","All",61,7.625
"Punjab Kings","Ishan Porel","Dubai International Cricket Stadium",39,1,24,"All","All",39,9.75
"Punjab Kings","Ishant Sharma","Eden Gardens",16,0,12,"All","All",Inf,8
"Punjab Kings","Ishant Sharma","Holkar Cricket Stadium",58,0,24,"All","All",Inf,14.5
"Punjab Kings","Ishant Sharma","Punjab Cricket Association IS Bindra Stadium",41,0,24,"All","All",Inf,10.25
"Punjab Kings","Ishant Sharma","Rajiv Gandhi International Stadium",23,0,24,"All","All",Inf,5.75
"Punjab Kings","Ishant Sharma","Wankhede Stadium",29,0,18,"All","All",Inf,9.66666666666667
"Punjab Kings","Jalaj Saxena","Wankhede Stadium",27,0,18,"All","All",Inf,9
"Punjab Kings","James Faulkner","Sawai Mansingh Stadium",41,2,24,"All","All",20.5,10.25
"Punjab Kings","James Faulkner","Subrata Roy Sahara Stadium",31,1,24,"All","All",31,7.75
"Punjab Kings","James Hopes","Eden Gardens",23,1,12,"All","All",23,11.5
"Punjab Kings","James Hopes","Feroz Shah Kotla",2,2,6,"All","All",1,2
"Punjab Kings","James Hopes","M Chinnaswamy Stadium",10,0,6,"All","All",Inf,10
"Punjab Kings","James Hopes","MA Chidambaram Stadium",36,0,24,"All","All",Inf,9
"Punjab Kings","James Hopes","Punjab Cricket Association Stadium",139,3,72,"All","All",46.3333333333333,11.5833333333333
"Punjab Kings","James Hopes","Sawai Mansingh Stadium",33,1,24,"All","All",33,8.25
"Punjab Kings","James Hopes","Wankhede Stadium",33,0,24,"All","All",Inf,8.25
"Punjab Kings","James Neesham","Dubai International Cricket Stadium",30,1,24,"All","All",30,7.5
"Punjab Kings","James Neesham","Sharjah Cricket Stadium",40,1,24,"All","All",40,10
"Punjab Kings","James Neesham","Zayed Cricket Stadium",78,0,42,"All","All",Inf,11.1428571428571
"Punjab Kings","Jhye Richardson","Wankhede Stadium",117,3,66,"All","All",39,10.6363636363636
"Punjab Kings","KC Cariappa","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",36,0,24,"All","All",Inf,9
"Punjab Kings","KC Cariappa","Feroz Shah Kotla",23,1,18,"All","All",23,7.66666666666667
"Punjab Kings","KC Cariappa","M Chinnaswamy Stadium",55,0,18,"All","All",Inf,18.3333333333333
"Punjab Kings","KC Cariappa","Punjab Cricket Association IS Bindra Stadium",95,3,66,"All","All",31.6666666666667,8.63636363636364
"Punjab Kings","KC Cariappa","Rajiv Gandhi International Stadium",38,1,24,"All","All",38,9.5
"Punjab Kings","KC Cariappa","Saurashtra Cricket Association Stadium",39,2,42,"All","All",19.5,5.57142857142857
"Punjab Kings","Kagiso Rabada","Brabourne Stadium",119,6,84,"All","All",19.8333333333333,8.5
"Punjab Kings","Kagiso Rabada","Dr DY Patil Sports Academy",86,6,66,"All","All",14.3333333333333,7.81818181818182
"Punjab Kings","Kagiso Rabada","Maharashtra Cricket Association Stadium",67,6,48,"All","All",11.1666666666667,8.375
